Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Josh Martinez,18,0.6,3,23,Business,Sophomore
Gavin Anderson,17,3.7,1,22,Early Childhood Education,Junior
Sam Wilson,16,3.65,2,60,Bio Med,Junior
Cal Anderson,14,3.6,2,12,Early Childhood Education,Sophomore
Nate Lopez,17,1.68,0,43,Marketing,Senior
Sam Taylor,19,0.54,2,1,Criminal Justice,Junior
Azria Davis,16,2.35,3,14,Culinary,Junior
Kelsey Johnson,19,0.52,1,19,Engineering,Senior
Dutch Johnson,19,0.96,0,13,Culinary,Junior
Gavin Garcia,18,2.71,1,40,Construction,Sophomore
Kelsey Anderson,19,2.77,0,58,Marketing,Sophomore
Azria Smith,19,2.29,3,19,Marketing,Freshman
Vihaan Smith,14,0.46,3,34,Business,Sophomore
Vihaan Smith,15,3.76,2,8,Early College,Junior
Azria Moore,16,2.05,0,45,Engineering,Sophomore
Manny Johnson,19,3.6,2,22,Early Childhood Education,Junior
Joe Smith,17,1.88,0,10,Early College,Freshman
Gavin Jones,15,2.46,2,13,Construction,Sophomore
Sujay Rodriguez,15,0.6,3,57,Bio Med,Junior
Avery Martin,14,2.8,2,26,Bio Med,Senior
Vihaan Martin,14,1.9,1,44,Computer Science,Senior
Alice Moore,19,2.3,1,54,Early College,Sophomore
Alice Rodriguez,14,1.16,1,30,Marketing,Senior
Joe Wilson,15,3.02,3,8,Bio Med,Senior
Joe Davis,15,2.83,0,28,Marketing,Junior
Manny Anderson,18,1.64,3,11,Criminal Justice,Senior
Manny Miller,18,3.08,2,39,Construction,Sophomore
Nate Lopez,16,4.17,1,52,Marketing,Senior
Emm Wilson,15,3.96,1,8,Bio Med,Junior
Abby Davis,14,2.87,1,24,Criminal Justice,Sophomore
Kelsey Anderson,14,1.85,1,41,Bio Med,Junior
Gavin Garcia,15,2.07,2,58,Computer Science,Freshman
Joe Miller,19,4.17,1,49,Computer Science,Sophomore
Dutch Brown,19,4.2,3,4,Early Childhood Education,Freshman
Gavin Jackson,19,1.66,0,55,Criminal Justice,Freshman
Avery Taylor,18,1.62,2,13,Engineering,Junior
Azria Jones,19,3.37,0,14,Construction,Junior
Emm Anderson,17,4.38,0,19,Construction,Sophomore
Gavin Anderson,14,3.13,3,38,Early College,Senior
Avery Rodriguez,15,2.5,0,48,Criminal Justice,Junior
Avery Davis,19,2.57,2,51,Early Childhood Education,Freshman
Cal Garcia,14,1.7,3,28,Construction,Senior
Manny Jones,18,3.0,3,1,Business,Freshman
Emm Brown,17,4.28,1,22,Computer Science,Sophomore
Sujay Lopez,19,1.62,0,60,Early College,Sophomore
Joe Davis,18,0.69,0,13,Culinary,Sophomore
Cal Rodriguez,16,1.81,0,37,Bio Med,Freshman
Vihaan Davis,17,3.81,2,23,Early College,Senior
Josh Lopez,19,4.37,1,59,Culinary,Senior
Josh Johnson,17,3.42,0,32,Culinary,Sophomore
Nate Garcia,15,3.39,0,58,Bio Med,Sophomore
Sujay Johnson,19,1.19,3,57,Computer Science,Freshman
Josh Williams,14,3.98,1,31,Culinary,Senior
Alice Jackson,17,3.66,1,32,Early College,Senior
Josh Anderson,15,2.55,1,40,Marketing,Sophomore
Kelsey Lopez,15,3.97,2,49,Early Childhood Education,Junior
Josh Gonzalez,15,1.95,3,31,Computer Science,Senior
Avery Davis,19,2.3,0,16,Early College,Senior
Alice Martin,15,4.27,3,44,Early Childhood Education,Sophomore
Avery Hernandez,18,2.41,0,34,Culinary,Senior
Avery Moore,17,0.76,1,41,Early Childhood Education,Freshman
Dutch Moore,15,4.27,3,28,Computer Science,Senior
Vihaan Moore,17,1.94,1,36,Business,Junior
Joe Wilson,16,3.32,3,10,Early Childhood Education,Junior
Joe Wilson,16,0.96,3,48,Culinary,Freshman
Azria Miller,17,3.21,2,54,Construction,Freshman
Nate Martinez,18,3.15,2,40,Culinary,Sophomore
Cal Garcia,15,0.73,1,3,Early College,Freshman
Nate Smith,16,2.47,1,36,Computer Science,Senior
Kelsey Taylor,15,2.92,3,30,Engineering,Junior
Alice Johnson,16,4.15,2,13,Culinary,Freshman
Manny Anderson,17,1.93,0,27,Early Childhood Education,Freshman
Emm Gonzalez,16,4.19,2,35,Culinary,Senior
Manny Rodriguez,16,2.48,3,9,Engineering,Junior
Sujay Williams,14,2.86,3,18,Bio Med,Senior
Cal Rodriguez,16,2.65,2,31,Culinary,Sophomore
Alice Brown,19,0.81,2,39,Construction,Sophomore
Gavin Hernandez,15,3.79,1,36,Early Childhood Education,Sophomore
Kelsey Jones,18,2.81,2,47,Construction,Sophomore
Sam Taylor,14,0.69,1,1,Marketing,Junior
Azria Taylor,15,3.32,3,26,Marketing,Sophomore
Vihaan Brown,16,2.63,1,52,Culinary,Freshman
Josh Moore,19,2.79,1,6,Marketing,Senior
Sam Wilson,15,4.2,2,27,Business,Freshman
Josh Wilson,18,2.71,1,51,Culinary,Sophomore
Joe Martin,18,2.71,0,20,Culinary,Senior
Dutch Moore,14,0.63,2,36,Computer Science,Senior
Abby Lopez,17,0.36,3,30,Early Childhood Education,Junior
Gavin Wilson,18,0.74,0,49,Bio Med,Sophomore
Vihaan Jackson,19,2.13,0,14,Criminal Justice,Freshman
Gavin Jones,17,3.75,3,42,Criminal Justice,Senior
Sam Brown,19,3.89,1,18,Early College,Senior
Sam Moore,17,3.29,1,10,Engineering,Sophomore
Manny Martin,15,2.19,0,8,Business,Sophomore
Dutch Moore,18,3.78,0,12,Early College,Sophomore
Josh Lopez,15,4.16,1,0,Construction,Junior
Abby Hernandez,14,2.71,3,16,Early Childhood Education,Senior
Vihaan Miller,18,2.49,0,16,Business,Junior
Abby Rodriguez,14,1.5,2,28,Construction,Freshman
Sujay Martinez,17,1.72,2,6,Business,Junior
Nate Martinez,18,3.54,0,32,Computer Science,Junior
Sam Johnson,19,2.48,1,47,Early College,Sophomore
Alice Thomas,14,1.59,2,44,Criminal Justice,Junior
Sujay Rodriguez,16,4.37,1,4,Construction,Freshman
Avery Taylor,14,1.39,3,18,Engineering,Senior
Avery Garcia,14,1.24,1,21,Business,Sophomore
Nate Brown,14,4.23,2,20,Construction,Junior
Josh Davis,16,2.14,1,3,Early College,Senior
Manny Brown,17,2.77,0,4,Bio Med,Senior
Nate Rodriguez,15,4.09,0,20,Construction,Freshman
Sam Martin,17,1.87,1,22,Early College,Sophomore
Manny Martin,15,3.09,1,13,Early College,Freshman
Abby Taylor,17,1.07,2,46,Early Childhood Education,Senior
Joe Moore,19,3.06,2,35,Early Childhood Education,Sophomore
Joe Williams,19,1.09,0,37,Culinary,Junior
Kelsey Miller,18,0.69,1,50,Construction,Sophomore
Gavin Johnson,14,1.64,2,39,Construction,Freshman
Manny Lopez,16,3.25,0,36,Early Childhood Education,Freshman
Sam Wilson,19,1.13,1,55,Criminal Justice,Freshman
Cal Martinez,14,3.94,0,2,Marketing,Sophomore
Josh Moore,19,1.41,3,7,Computer Science,Senior
Sujay Gonzalez,16,2.74,3,20,Construction,Senior
Josh Taylor,14,0.94,0,18,Culinary,Freshman
Gavin Martinez,17,3.07,2,7,Early College,Junior
Sam Williams,16,1.2,2,19,Bio Med,Junior
Sam Martinez,16,0.38,2,0,Bio Med,Senior
Sam Rodriguez,15,1.39,2,12,Computer Science,Sophomore
Nate Brown,19,3.86,3,13,Criminal Justice,Senior
Vihaan Hernandez,16,3.85,1,24,Engineering,Senior
Sujay Brown,14,3.01,0,26,Criminal Justice,Sophomore
Emm Rodriguez,18,1.58,0,40,Culinary,Junior
Emm Davis,17,1.27,0,3,Marketing,Sophomore
Abby Lopez,14,2.33,1,35,Construction,Sophomore
Alice Thomas,14,3.91,0,37,Business,Senior
Josh Brown,14,1.69,3,45,Early Childhood Education,Junior
Josh Johnson,19,0.56,1,46,Early Childhood Education,Sophomore
Sam Johnson,14,2.24,2,55,Culinary,Freshman
Manny Lopez,19,1.99,2,44,Criminal Justice,Sophomore
Sam Garcia,16,3.26,2,57,Early College,Sophomore
Dutch Wilson,19,2.4,1,27,Early Childhood Education,Senior
Abby Lopez,16,2.92,1,31,Bio Med,Freshman
Josh Johnson,18,2.14,2,18,Computer Science,Senior
Kelsey Brown,19,2.39,1,53,Culinary,Freshman
Sam Williams,17,2.18,0,42,Bio Med,Junior
Gavin Anderson,18,4.34,0,19,Computer Science,Junior
Vihaan Miller,17,2.6,2,34,Marketing,Junior
Kelsey Martin,14,1.93,2,12,Early Childhood Education,Junior
Cal Moore,19,2.98,3,18,Construction,Sophomore
Vihaan Wilson,14,1.76,1,0,Marketing,Freshman
Joe Martin,16,1.73,0,14,Marketing,Junior
Sujay Rodriguez,18,2.19,1,17,Criminal Justice,Freshman
Abby Taylor,17,2.52,0,16,Business,Sophomore
Nate Martinez,17,2.15,0,22,Culinary,Sophomore
Josh Martin,19,2.37,3,60,Computer Science,Senior
Josh Jones,14,0.62,3,4,Engineering,Senior
Joe Moore,19,0.7,3,24,Bio Med,Freshman
Emm Davis,17,4.08,3,30,Culinary,Freshman
Nate Hernandez,18,2.88,0,25,Computer Science,Sophomore
Nate Martin,14,3.17,1,56,Construction,Sophomore
Dutch Williams,18,3.54,2,16,Criminal Justice,Junior
Sam Anderson,17,2.16,1,19,Computer Science,Junior
Joe Martin,18,4.26,0,20,Early College,Senior
Manny Miller,17,1.65,1,15,Early College,Senior
Avery Wilson,18,2.78,0,53,Early Childhood Education,Senior
Alice Jones,18,1.88,0,10,Computer Science,Junior
Nate Martinez,17,3.18,1,40,Bio Med,Senior
Vihaan Garcia,18,0.82,3,51,Bio Med,Sophomore
Dutch Davis,18,4.38,0,40,Marketing,Junior
Cal Johnson,18,0.63,3,56,Early College,Freshman
Gavin Jones,15,0.31,2,32,Criminal Justice,Senior
Gavin Rodriguez,14,1.56,1,20,Marketing,Junior
Vihaan Gonzalez,17,2.44,3,45,Marketing,Senior
Josh Brown,16,2.49,3,34,Marketing,Sophomore
Sujay Moore,14,3.32,2,25,Construction,Senior
Sujay Jackson,15,1.76,2,40,Marketing,Freshman
Avery Martinez,15,3.78,0,44,Early College,Junior
Cal Johnson,15,4.0,0,40,Computer Science,Freshman
Josh Brown,19,3.35,3,43,Business,Sophomore
Dutch Garcia,15,1.04,0,23,Computer Science,Sophomore
Dutch Martinez,16,1.03,2,35,Computer Science,Freshman
Kelsey Davis,14,2.82,2,56,Early College,Freshman
Cal Rodriguez,16,1.88,2,30,Criminal Justice,Freshman
Josh Anderson,18,3.47,0,19,Construction,Freshman
Dutch Miller,16,0.83,1,24,Computer Science,Junior
Joe Smith,19,1.79,2,19,Marketing,Senior
Abby Wilson,15,3.69,3,45,Marketing,Senior
Abby Thomas,15,0.84,3,39,Early Childhood Education,Junior
Josh Williams,14,1.11,2,25,Marketing,Senior
Avery Lopez,17,3.11,1,0,Business,Senior
Dutch Johnson,16,2.31,1,45,Early Childhood Education,Freshman
Sujay Davis,14,0.55,3,40,Engineering,Sophomore
Manny Johnson,18,4.37,3,9,Computer Science,Sophomore
Cal Jones,14,0.71,2,10,Bio Med,Sophomore
Cal Gonzalez,14,3.06,1,18,Engineering,Freshman
Alice Davis,19,1.24,1,26,Marketing,Junior
Kelsey Taylor,19,3.71,3,6,Early College,Senior
Manny Williams,19,3.33,3,38,Marketing,Freshman
Emm Garcia,17,3.19,3,6,Early College,Junior
Avery Jones,14,4.21,3,46,Construction,Freshman
Vihaan Anderson,18,3.44,1,54,Business,Sophomore
Abby Moore,14,1.96,2,2,Engineering,Freshman
Azria Moore,19,3.64,1,49,Construction,Freshman
Emm Martin,18,2.66,1,20,Engineering,Junior
Josh Martin,14,1.15,0,6,Engineering,Freshman
Nate Wilson,18,1.62,3,50,Bio Med,Senior
Sujay Miller,14,3.5,2,17,Criminal Justice,Junior
Avery Moore,15,4.04,0,53,Business,Sophomore
Sujay Hernandez,16,1.89,2,9,Engineering,Freshman
Vihaan Wilson,15,2.98,1,25,Business,Freshman
Dutch Miller,16,4.35,1,38,Engineering,Freshman
Cal Johnson,19,1.54,1,36,Engineering,Senior
Josh Davis,17,3.63,1,42,Early Childhood Education,Freshman
Dutch Jones,14,1.52,0,8,Bio Med,Sophomore
Cal Gonzalez,17,4.27,3,19,Early College,Senior
Josh Wilson,18,3.94,0,53,Criminal Justice,Senior
Avery Brown,17,2.88,0,60,Early Childhood Education,Senior
Kelsey Garcia,15,4.12,0,3,Business,Junior
Emm Martin,17,3.05,2,4,Early Childhood Education,Junior
Josh Taylor,18,3.95,1,7,Criminal Justice,Junior
Alice Martinez,14,3.11,1,33,Early Childhood Education,Junior
Abby Martin,18,2.29,1,4,Marketing,Junior
Alice Miller,15,3.49,1,43,Business,Freshman
Manny Garcia,17,1.9,0,9,Construction,Freshman
Joe Rodriguez,16,2.02,1,34,Construction,Senior
Alice Brown,18,4.17,1,55,Early College,Senior
Sam Garcia,15,2.36,1,58,Business,Senior
Emm Thomas,14,1.28,0,58,Early College,Senior
Sam Martinez,17,4.21,3,21,Marketing,Junior
Emm Hernandez,14,2.01,1,34,Culinary,Freshman
Azria Lopez,19,0.8,3,7,Business,Junior
Abby Martinez,18,0.47,3,44,Construction,Junior
Nate Moore,14,3.16,3,27,Early College,Sophomore
Azria Rodriguez,15,1.91,0,38,Computer Science,Junior
Avery Miller,18,3.32,1,33,Business,Freshman
Abby Lopez,15,2.77,3,39,Business,Junior
Abby Thomas,14,2.67,0,10,Bio Med,Sophomore
Manny Hernandez,17,2.09,0,11,Engineering,Sophomore
Emm Williams,15,2.26,0,17,Engineering,Freshman
Dutch Rodriguez,18,2.45,0,27,Early College,Senior
Cal Rodriguez,19,1.73,1,11,Engineering,Freshman
Kelsey Martin,15,4.01,1,11,Engineering,Sophomore
Dutch Anderson,19,4.28,0,19,Construction,Sophomore
Azria Anderson,19,4.34,2,60,Marketing,Freshman
Joe Williams,15,2.97,2,18,Early Childhood Education,Senior
Josh Wilson,17,3.04,0,5,Bio Med,Freshman
Kelsey Jackson,16,1.63,3,18,Computer Science,Senior
Joe Taylor,19,1.37,0,54,Construction,Senior
Alice Smith,19,2.89,2,57,Business,Sophomore
Sujay Thomas,19,1.93,2,57,Marketing,Freshman
Abby Jackson,14,2.04,1,50,Bio Med,Senior
Manny Garcia,19,3.56,0,44,Business,Senior
Alice Moore,16,1.96,3,47,Culinary,Senior
Cal Miller,18,3.93,3,56,Early Childhood Education,Sophomore
Gavin Garcia,15,1.73,0,1,Construction,Junior
Sujay Brown,16,1.17,3,52,Construction,Junior
Cal Jackson,18,0.62,0,16,Early Childhood Education,Senior
Cal Lopez,19,0.78,0,47,Marketing,Sophomore
Vihaan Hernandez,18,0.45,3,60,Marketing,Sophomore
Avery Jackson,19,0.35,1,29,Early College,Junior
Avery Jones,15,4.08,3,23,Culinary,Senior
Emm Martinez,19,2.6,3,9,Business,Senior
Manny Johnson,16,2.07,3,53,Early College,Junior
Dutch Thomas,15,2.86,0,14,Early Childhood Education,Freshman
Kelsey Lopez,14,3.24,2,46,Computer Science,Junior
Sam Moore,16,1.33,0,37,Construction,Junior
Abby Hernandez,17,3.63,2,35,Construction,Junior
Manny Johnson,17,3.8,2,29,Bio Med,Freshman
Nate Rodriguez,17,4.18,3,6,Marketing,Sophomore
Josh Gonzalez,17,0.66,3,36,Early College,Senior
Sam Williams,18,1.56,3,34,Bio Med,Junior
Sam Thomas,18,2.01,1,45,Early College,Junior
Cal Taylor,15,2.35,1,10,Business,Freshman
Avery Brown,17,1.76,3,15,Bio Med,Sophomore
Kelsey Martin,15,3.21,1,52,Criminal Justice,Sophomore
Emm Garcia,14,1.19,2,57,Bio Med,Sophomore
Gavin Lopez,16,4.22,1,8,Construction,Senior
Emm Johnson,19,1.47,2,32,Marketing,Freshman
Nate Johnson,14,1.35,1,13,Engineering,Sophomore
Joe Wilson,15,4.36,3,1,Criminal Justice,Freshman
Sujay Anderson,16,0.71,3,4,Bio Med,Sophomore
Joe Anderson,14,0.65,2,21,Criminal Justice,Senior
Emm Martinez,14,2.37,2,22,Early College,Junior
Manny Wilson,18,2.35,2,17,Computer Science,Senior
Alice Rodriguez,14,2.46,0,48,Early College,Sophomore
Alice Smith,16,2.63,1,54,Culinary,Junior
Dutch Jackson,16,3.75,0,23,Early Childhood Education,Senior
Dutch Rodriguez,14,1.32,1,11,Marketing,Junior
Kelsey Lopez,14,1.93,0,51,Culinary,Junior
Manny Brown,19,1.79,1,0,Marketing,Sophomore
Azria Miller,19,4.19,2,47,Culinary,Sophomore
Emm Jackson,17,1.65,0,2,Criminal Justice,Junior
Alice Anderson,17,2.57,1,23,Bio Med,Sophomore
Cal Taylor,19,1.0,3,13,Early College,Freshman
Alice Rodriguez,18,2.51,2,13,Early College,Senior
Abby Smith,19,2.01,1,34,Bio Med,Senior
Abby Brown,17,1.17,0,22,Early Childhood Education,Senior
Sujay Anderson,19,2.64,2,26,Early Childhood Education,Senior
Kelsey Wilson,14,0.78,0,53,Engineering,Freshman
Joe Davis,14,3.73,1,35,Culinary,Sophomore
Sujay Taylor,17,0.86,2,6,Computer Science,Freshman
Emm Moore,16,1.11,3,55,Culinary,Junior
Abby Taylor,15,1.4,1,46,Computer Science,Sophomore
Manny Jones,18,2.74,2,34,Criminal Justice,Freshman
Cal Jackson,16,3.88,2,5,Marketing,Sophomore
Joe Johnson,15,2.39,0,56,Culinary,Junior
Kelsey Martinez,14,0.61,3,58,Engineering,Junior
Emm Lopez,14,1.59,0,15,Bio Med,Freshman
Avery Thomas,19,0.99,3,58,Construction,Sophomore
Vihaan Martin,15,2.93,1,11,Early Childhood Education,Sophomore
Manny Jones,19,0.36,2,27,Engineering,Freshman
Kelsey Taylor,15,0.88,2,16,Criminal Justice,Freshman
Manny Jackson,17,0.83,0,8,Engineering,Sophomore
Abby Johnson,15,0.76,1,53,Early Childhood Education,Freshman
Nate Lopez,14,3.71,2,15,Construction,Junior
Alice Gonzalez,16,2.07,1,38,Early Childhood Education,Sophomore
Kelsey Jones,19,1.95,0,52,Early College,Freshman
Nate Martin,19,2.83,2,53,Computer Science,Sophomore
Azria Wilson,19,2.39,0,0,Business,Junior
Kelsey Jackson,16,0.32,1,43,Bio Med,Senior
Emm Lopez,16,0.31,0,31,Early College,Freshman
Alice Martinez,19,1.64,0,30,Criminal Justice,Sophomore
Joe Martin,14,2.07,3,49,Early Childhood Education,Sophomore
Joe Brown,15,1.05,3,20,Marketing,Freshman
Cal Taylor,19,4.33,3,41,Computer Science,Freshman
Azria Taylor,15,3.84,3,37,Early Childhood Education,Sophomore
Joe Martinez,16,1.4,2,33,Computer Science,Freshman
Joe Davis,15,2.3,0,37,Early College,Junior
Emm Lopez,18,0.42,2,15,Culinary,Senior
Abby Thomas,14,3.56,3,42,Construction,Senior
Dutch Rodriguez,17,3.99,2,49,Culinary,Junior
Emm Williams,19,1.19,1,57,Bio Med,Senior
Sujay Jackson,19,3.67,0,55,Business,Sophomore
Josh Garcia,16,3.76,1,33,Early Childhood Education,Junior
Avery Gonzalez,15,1.15,2,50,Business,Freshman
Sujay Martinez,15,3.0,3,47,Business,Freshman
Emm Thomas,19,4.0,0,42,Bio Med,Junior
Gavin Thomas,14,0.45,0,43,Culinary,Freshman
Manny Jackson,14,0.5,1,34,Engineering,Sophomore
Emm Moore,14,1.95,1,26,Culinary,Sophomore
Nate Smith,19,2.33,1,26,Computer Science,Sophomore
Josh Gonzalez,16,1.93,1,12,Early Childhood Education,Senior
Josh Wilson,19,2.69,0,8,Early College,Freshman
Dutch Anderson,16,4.28,1,53,Business,Freshman
Cal Anderson,16,0.5,1,5,Engineering,Senior
Kelsey Taylor,16,0.65,0,39,Computer Science,Freshman
Abby Jackson,14,3.59,0,10,Construction,Senior
Gavin Moore,19,0.34,2,59,Computer Science,Junior
Joe Jackson,19,1.64,0,35,Construction,Sophomore
Abby Hernandez,17,3.73,1,56,Bio Med,Junior
Emm Jackson,18,0.69,3,54,Marketing,Senior
Josh Smith,15,0.83,3,37,Engineering,Senior
Nate Miller,14,3.64,3,38,Marketing,Sophomore
Sam Johnson,18,1.59,1,9,Business,Sophomore
Nate Davis,19,3.68,0,37,Computer Science,Sophomore
Joe Lopez,15,0.87,3,51,Marketing,Senior
Cal Taylor,18,0.57,2,8,Criminal Justice,Junior
Sujay Taylor,16,3.51,2,20,Culinary,Freshman
Avery Garcia,17,2.8,1,28,Computer Science,Freshman
Dutch Smith,14,4.18,0,0,Marketing,Senior
Josh Martinez,16,0.64,0,42,Business,Junior
Dutch Gonzalez,19,1.43,1,18,Engineering,Freshman
Josh Garcia,16,0.68,3,38,Marketing,Senior
Avery Lopez,17,0.42,1,21,Early College,Freshman
Gavin Anderson,16,0.51,2,43,Bio Med,Freshman
Dutch Rodriguez,15,0.49,0,38,Business,Junior
Josh Moore,15,2.8,3,38,Marketing,Sophomore
Alice Lopez,17,0.67,1,0,Engineering,Senior
Manny Johnson,17,0.98,2,33,Criminal Justice,Sophomore
Alice Moore,16,4.08,1,31,Business,Freshman
Josh Davis,15,2.27,3,15,Bio Med,Sophomore
Cal Jones,17,1.74,1,24,Construction,Sophomore
Kelsey Taylor,19,2.34,1,19,Bio Med,Junior
Joe Anderson,18,3.76,2,2,Engineering,Senior
Azria Martinez,16,1.02,0,14,Construction,Freshman
Alice Martin,18,4.23,3,36,Culinary,Freshman
Avery Miller,16,1.73,0,34,Early Childhood Education,Freshman
Sam Miller,17,1.04,2,47,Business,Sophomore
Cal Taylor,17,3.04,1,22,Computer Science,Freshman
Emm Johnson,17,1.51,2,56,Early Childhood Education,Senior
Gavin Wilson,18,4.16,2,18,Culinary,Senior
Dutch Martinez,18,2.81,3,29,Marketing,Sophomore
Avery Garcia,17,3.21,1,42,Engineering,Senior
Azria Thomas,16,1.73,1,29,Early College,Sophomore
Joe Davis,16,0.51,2,50,Criminal Justice,Freshman
Nate Martin,18,0.94,3,22,Early College,Sophomore
Avery Gonzalez,17,3.99,0,6,Construction,Sophomore
Vihaan Moore,14,4.27,3,29,Marketing,Freshman
Abby Wilson,17,1.92,0,3,Computer Science,Senior
Emm Johnson,15,4.08,3,21,Early Childhood Education,Freshman
Alice Jackson,16,1.18,2,46,Criminal Justice,Freshman
Avery Garcia,14,2.39,0,16,Marketing,Sophomore
Alice Brown,16,1.59,2,38,Marketing,Senior
Emm Gonzalez,16,0.38,2,36,Early College,Junior
Alice Brown,19,2.26,2,43,Construction,Senior
Abby Jones,14,0.54,1,9,Construction,Sophomore
Joe Smith,18,0.94,1,23,Engineering,Junior
Sam Miller,15,3.39,1,41,Early Childhood Education,Freshman
Vihaan Johnson,15,2.59,2,46,Culinary,Sophomore
Abby Moore,19,1.83,1,14,Computer Science,Junior
Joe Brown,19,1.61,2,42,Marketing,Junior
Vihaan Thomas,17,2.28,2,32,Culinary,Sophomore
Kelsey Moore,16,2.58,0,36,Culinary,Senior
Nate Martin,16,1.54,0,58,Business,Sophomore
Cal Rodriguez,18,0.43,1,23,Criminal Justice,Junior
Gavin Jones,16,4.12,2,21,Computer Science,Senior
Azria Martinez,15,3.09,3,34,Marketing,Sophomore
Josh Johnson,15,2.98,0,1,Computer Science,Junior
Abby Williams,14,0.68,1,4,Business,Freshman
Vihaan Smith,19,4.27,3,45,Business,Junior
Emm Brown,15,2.88,0,16,Engineering,Freshman
Abby Williams,15,0.93,1,57,Early Childhood Education,Sophomore
Kelsey Gonzalez,17,3.41,3,7,Construction,Senior
Joe Garcia,15,0.73,0,55,Marketing,Sophomore
Dutch Gonzalez,15,1.23,0,54,Early Childhood Education,Senior
Vihaan Martin,18,3.26,1,5,Early College,Freshman
Manny Rodriguez,18,1.77,1,26,Culinary,Sophomore
Abby Taylor,17,2.79,3,29,Computer Science,Senior
Gavin Jackson,18,0.41,2,28,Marketing,Senior
Abby Brown,14,1.58,2,6,Early College,Junior
Emm Miller,17,4.23,3,5,Bio Med,Senior
Dutch Rodriguez,15,2.45,1,3,Early College,Junior
Abby Smith,14,2.11,2,24,Bio Med,Freshman
Sujay Martinez,18,3.14,2,59,Construction,Freshman
Sujay Johnson,15,3.34,0,1,Computer Science,Sophomore
Josh Rodriguez,15,2.79,3,44,Early Childhood Education,Freshman
Joe Martinez,19,1.06,1,48,Early College,Senior
Emm Johnson,19,0.84,0,4,Bio Med,Freshman
Vihaan Taylor,17,4.33,0,24,Marketing,Sophomore
Sujay Martin,16,2.39,2,37,Criminal Justice,Sophomore
Dutch Rodriguez,18,0.62,1,19,Engineering,Freshman
Gavin Martin,18,3.08,3,21,Engineering,Sophomore
Gavin Jones,14,2.15,2,54,Early Childhood Education,Junior
Josh Jackson,19,2.91,0,25,Computer Science,Junior
Sam Thomas,17,1.69,1,38,Construction,Junior
Gavin Taylor,17,2.87,3,50,Early College,Junior
Dutch Smith,18,0.92,0,47,Early College,Sophomore
Sam Thomas,15,2.46,3,12,Early Childhood Education,Junior
Gavin Thomas,18,1.18,3,55,Construction,Freshman
Sujay Jones,14,2.89,1,10,Culinary,Sophomore
Abby Garcia,19,4.08,1,6,Bio Med,Senior
Dutch Miller,17,3.76,3,33,Criminal Justice,Senior
Nate Martinez,19,1.64,1,37,Construction,Freshman
Avery Martinez,14,0.58,1,55,Computer Science,Junior
Emm Martin,18,4.36,3,55,Early College,Freshman
Dutch Jackson,18,1.13,2,9,Early Childhood Education,Junior
Sam Johnson,15,0.68,0,42,Computer Science,Sophomore
Joe Martin,18,2.44,1,34,Early College,Sophomore
Avery Garcia,16,4.02,0,25,Engineering,Freshman
Joe Davis,19,4.22,1,31,Early Childhood Education,Senior
Nate Taylor,15,3.39,3,2,Early College,Senior
Alice Taylor,17,1.64,0,57,Construction,Freshman
Kelsey Johnson,14,1.48,1,21,Computer Science,Freshman
Emm Martin,15,2.95,3,33,Marketing,Senior
Avery Taylor,14,0.31,1,21,Early College,Junior
Dutch Taylor,14,0.47,3,27,Bio Med,Senior
Dutch Wilson,16,3.74,2,37,Early Childhood Education,Junior
Kelsey Martin,17,2.41,3,11,Construction,Sophomore
Abby Taylor,18,0.66,0,27,Business,Sophomore
Alice Davis,14,3.36,3,41,Early College,Freshman
Nate Thomas,16,3.39,1,52,Early College,Junior
Joe Martinez,15,0.75,3,8,Bio Med,Senior
Dutch Miller,16,0.62,0,35,Computer Science,Senior
Manny Anderson,15,2.24,1,47,Criminal Justice,Freshman
Avery Martin,16,3.43,3,16,Marketing,Freshman
Manny Garcia,18,2.26,1,26,Marketing,Junior
Abby Martinez,14,1.48,3,37,Computer Science,Junior
Alice Anderson,15,1.93,3,28,Engineering,Junior
Dutch Hernandez,15,4.06,1,34,Business,Sophomore
Alice Martin,14,0.48,3,54,Engineering,Sophomore
Azria Gonzalez,19,0.9,1,36,Marketing,Junior
Azria Davis,17,1.87,0,36,Construction,Freshman
Sam Garcia,14,2.07,2,12,Bio Med,Freshman
Emm Garcia,14,4.21,0,57,Business,Sophomore
Alice Hernandez,18,4.06,0,27,Business,Freshman
Cal Miller,19,3.99,3,13,Business,Sophomore
Azria Jones,14,3.46,3,47,Bio Med,Freshman
Sam Johnson,16,1.84,2,36,Culinary,Junior
Emm Lopez,19,3.01,0,39,Bio Med,Freshman
Josh Brown,15,2.05,2,51,Marketing,Freshman
Azria Williams,18,4.38,2,31,Bio Med,Junior
Avery Taylor,18,3.66,3,37,Business,Freshman
Sujay Martinez,15,2.62,2,8,Marketing,Freshman
Abby Johnson,19,4.16,2,9,Business,Freshman
Sujay Garcia,18,0.39,2,19,Engineering,Sophomore
Alice Wilson,17,4.24,2,36,Business,Senior
Cal Thomas,16,1.31,2,59,Bio Med,Junior
Sam Thomas,14,4.17,1,17,Construction,Junior
Kelsey Miller,19,0.76,3,27,Culinary,Freshman
Cal Lopez,19,1.74,1,7,Early Childhood Education,Sophomore
Sujay Jones,16,1.45,3,21,Early College,Freshman
Kelsey Brown,19,3.54,2,32,Business,Freshman
