Name,Age,GPA,Credits Completed,Year,Pathway
Marge Anderson,17,4.23,26,Freshman,Engineering
Jane Fogarty,17,1.22,40,Junior,Marketing
Van Johnson,15,0.46,30,Sophomore,Early College
Aiden DeFreitas,15,2.31,33,Victory Lap,Marketing
Rachel Brown,17,0.78,14,Freshman,Business
Jill Davis,15,0.69,9,Senior,Construction
Benedict Willaims,18,2.05,19,Sophomore,Bio Med
Andrew Jones,14,1.51,38,Freshman,Marketing
Joe Fogarty,17,0.94,11,Freshman,Computer Science
Jill Davis,14,3.41,25,Junior,Computer Science
Van Smith,14,1.79,60,Senior,Marketing
Van Manukyan,14,1.0,46,Junior,Criminal Justice
Alexis Wilson,16,4.05,9,Junior,Early Childhood Education
Mac Manukyan,19,2.59,25,Junior,Marketing
Elijah Jones,18,1.21,47,Senior,Engineering
Andrew Willaims,17,3.22,43,Senior,Construction
Mac Willaims,15,3.29,38,Junior,Culinary
Katerina Miller,14,1.05,14,Victory Lap,Criminal Justice
Emmy Smith,17,1.9,12,Senior,Marketing
Jane Miller,18,3.76,28,Junior,Criminal Justice
Noah Fogarty,19,0.45,1,Junior,Engineering
Benedict Miller,14,1.52,35,Sophomore,Business
Van Moore,18,0.95,40,Freshman,Early Childhood Education
Andrew Miller,18,3.25,8,Junior,Criminal Justice
Kaden Fogarty,19,0.91,20,Sophomore,Culinary
Emmy Jones,14,2.84,9,Senior,Bio Med
Marge DeFreitas,16,2.98,2,Sophomore,Engineering
Eliana Willaims,17,1.87,58,Senior,Computer Science
Ben Garcia,19,3.75,47,Junior,Culinary
Kaden Miller,19,2.12,40,Victory Lap,Engineering
Andrew Johnson,17,3.15,4,Freshman,Computer Science
Keaton Miller,16,1.67,2,Freshman,Criminal Justice
Kyan Moore,19,3.93,43,Junior,Engineering
Katerina Garcia,15,1.27,28,Freshman,Engineering
Rachel Jones,16,0.49,6,Freshman,Business
Jill Johnson,18,0.87,16,Senior,Bio Med
Van Smith,17,4.12,48,Senior,Business
Van Smith,14,1.2,19,Victory Lap,Early College
Elijah Davis,17,0.74,26,Senior,Culinary
Noah Willaims,18,2.8,1,Freshman,Early College
Lucian Moore,16,4.08,10,Victory Lap,Culinary
Alexis Johnson,17,1.15,8,Junior,Construction
Van Foster,18,3.19,23,Freshman,Bio Med
Andrew Jones,17,3.92,60,Freshman,Marketing
Jill Miller,19,3.43,43,Junior,Bio Med
Ben Garcia,16,2.83,18,Sophomore,Engineering
Van Smith,18,3.32,20,Junior,Early College
Keaton Wilson,16,2.43,44,Junior,Culinary
Benedict Miller,16,3.69,55,Sophomore,Business
Andrew Garcia,18,3.38,45,Sophomore,Engineering
Jane Garcia,17,3.64,14,Junior,Culinary
Noah Davis,19,1.42,4,Freshman,Bio Med
Elijah Anderson,16,2.71,53,Junior,Business
Kaden Smith,15,2.3,30,Victory Lap,Bio Med
Andrew DeFreitas,18,0.56,52,Freshman,Computer Science
Benedict Anderson,19,3.31,6,Freshman,Culinary
Kaden Garcia,19,1.92,28,Freshman,Early Childhood Education
Rachel Anderson,17,3.9,28,Victory Lap,Marketing
Elijah Wilson,18,0.4,51,Junior,Engineering
Jill Foster,16,3.46,51,Senior,Computer Science
Lisa Smith,16,1.97,32,Freshman,Computer Science
Lucian Smith,16,2.47,46,Sophomore,Business
Katerina Garcia,18,0.42,46,Victory Lap,Early Childhood Education
Jill Garcia,16,2.16,15,Victory Lap,Culinary
Keaton Wilson,19,2.04,30,Junior,Early College
Roman Brown,14,1.81,39,Victory Lap,Bio Med
Roman Wilson,19,2.68,32,Sophomore,Engineering
Roman Garcia,19,2.09,56,Sophomore,Culinary
Benedict Miller,14,2.98,34,Freshman,Computer Science
Mac Johnson,15,2.4,23,Sophomore,Construction
Aiden Moore,18,3.4,46,Victory Lap,Marketing
Keaton DeFreitas,15,1.85,55,Junior,Construction
Lisa Garcia,18,1.87,39,Senior,Engineering
Lucian Brown,19,3.75,48,Junior,Early Childhood Education
Ben Brown,19,4.21,38,Junior,Criminal Justice
Kaden DeFreitas,17,2.7,4,Junior,Culinary
Emma Willaims,17,1.92,24,Freshman,Bio Med
Rachel Davis,16,3.87,36,Victory Lap,Marketing
Katerina Wilson,17,2.06,60,Senior,Engineering
Katerina Anderson,15,2.44,14,Sophomore,Construction
Kyan Foster,18,0.78,41,Senior,Bio Med
Mac Miller,18,1.89,1,Victory Lap,Construction
Alexis Miller,14,0.48,50,Freshman,Computer Science
Joe Fogarty,18,0.77,29,Victory Lap,Early College
Ben Davis,14,0.38,34,Senior,Marketing
Katerina DeFreitas,18,2.71,38,Junior,Early Childhood Education
Jill Fogarty,16,0.79,13,Senior,Culinary
Joe Foster,19,3.32,28,Sophomore,Construction
Aiden Garcia,14,3.78,58,Victory Lap,Criminal Justice
Mac Garcia,17,1.47,53,Freshman,Construction
Kaden Jones,18,1.55,44,Junior,Early College
Emma Foster,15,2.25,45,Victory Lap,Business
Aiden Smith,17,4.15,29,Sophomore,Engineering
Kaden Willaims,16,3.04,48,Sophomore,Criminal Justice
Elijah Smith,19,3.54,22,Freshman,Construction
Alexis Miller,19,1.45,0,Freshman,Computer Science
Emmy Brown,17,2.9,17,Senior,Criminal Justice
Ben Jones,16,4.09,38,Sophomore,Engineering
Rachel Foster,14,2.08,49,Senior,Business
Kyan Willaims,17,2.6,51,Sophomore,Early Childhood Education
Katerina Anderson,16,1.11,53,Junior,Business
Jill Moore,17,4.18,19,Junior,Construction
Lucian Smith,17,3.4,8,Senior,Business
Kyan Foster,18,4.13,56,Victory Lap,Culinary
Marge DeFreitas,18,1.27,21,Junior,Culinary
Keaton Manukyan,17,3.44,8,Freshman,Early College
Ben Brown,16,0.42,39,Senior,Culinary
Noah Manukyan,18,1.21,12,Junior,Business
Eliana Miller,17,1.21,49,Sophomore,Bio Med
Noah Fogarty,16,4.03,55,Senior,Computer Science
Lucian DeFreitas,18,2.5,44,Junior,Construction
Andrew Foster,17,1.59,22,Junior,Early College
Rachel Manukyan,18,3.12,11,Freshman,Construction
Rachel Fogarty,17,3.14,1,Sophomore,Marketing
Katerina Moore,15,0.92,25,Sophomore,Culinary
Benedict Johnson,15,3.05,27,Victory Lap,Early College
Marge Jones,15,2.01,30,Junior,Criminal Justice
Jill Garcia,15,0.69,26,Victory Lap,Early College
Kaden Wilson,17,3.54,7,Junior,Business
Kaden Garcia,16,3.53,36,Junior,Engineering
Ben Willaims,16,0.63,8,Sophomore,Criminal Justice
Lucian Anderson,18,2.26,52,Freshman,Computer Science
Jane Fogarty,18,2.26,8,Senior,Bio Med
Joe Brown,17,1.99,49,Victory Lap,Business
Lisa Wilson,19,1.67,40,Sophomore,Business
Jane Wilson,16,3.86,54,Senior,Bio Med
Mac Fogarty,15,2.03,13,Junior,Computer Science
Van Johnson,15,3.17,60,Senior,Business
Emma Davis,19,1.47,29,Victory Lap,Criminal Justice
Kyan Fogarty,19,1.58,45,Junior,Construction
Joe Willaims,15,2.77,29,Senior,Early Childhood Education
Van Smith,15,3.91,12,Junior,Early College
Joe Anderson,18,1.46,16,Sophomore,Computer Science
Keaton Willaims,16,0.77,32,Senior,Early College
Lisa Jones,16,1.48,51,Senior,Business
Danielle Willaims,14,2.64,47,Victory Lap,Early Childhood Education
Eliana Foster,14,3.48,53,Junior,Early College
Lisa Johnson,15,3.83,57,Junior,Early Childhood Education
Kyan Willaims,19,1.16,19,Victory Lap,Construction
Kyan Anderson,15,1.04,15,Junior,Criminal Justice
Kyan Wilson,15,3.41,47,Senior,Construction
Jill Fogarty,17,0.95,33,Senior,Business
Emmy Wilson,19,3.74,37,Freshman,Engineering
Ben Brown,18,0.44,32,Victory Lap,Culinary
Rachel Smith,14,3.48,23,Sophomore,Bio Med
Benedict Wilson,16,3.09,20,Junior,Construction
Jane Foster,18,1.57,54,Victory Lap,Marketing
Rachel Anderson,17,2.49,52,Freshman,Early Childhood Education
Ben Brown,18,1.64,29,Sophomore,Early Childhood Education
Rachel Brown,18,2.35,13,Senior,Culinary
Keaton Johnson,14,1.64,34,Freshman,Marketing
Keaton Brown,17,4.23,16,Freshman,Computer Science
Elijah Jones,18,3.28,4,Sophomore,Criminal Justice
Kaden Davis,17,1.78,11,Sophomore,Computer Science
Noah Miller,14,3.95,48,Sophomore,Culinary
Jill Johnson,18,1.92,24,Sophomore,Engineering
Van Miller,15,2.06,33,Freshman,Early College
Aiden Smith,18,1.99,7,Junior,Early College
Aiden Smith,15,3.94,43,Freshman,Early Childhood Education
Lucian Anderson,14,3.58,21,Sophomore,Bio Med
Kaden Smith,16,0.53,17,Senior,Criminal Justice
Kaden Willaims,15,1.74,21,Senior,Construction
Roman Johnson,16,3.04,32,Senior,Computer Science
Noah Miller,18,3.84,28,Sophomore,Business
Eliana Garcia,18,4.1,36,Sophomore,Business
Jane Fogarty,15,4.18,44,Junior,Engineering
Noah Wilson,14,1.77,53,Victory Lap,Criminal Justice
Jill Davis,19,3.64,54,Victory Lap,Bio Med
Lisa DeFreitas,17,3.75,34,Victory Lap,Computer Science
Van Garcia,17,3.57,12,Victory Lap,Criminal Justice
Roman Manukyan,15,4.12,36,Junior,Bio Med
Lisa Garcia,14,0.6,32,Victory Lap,Business
Katerina Smith,15,2.74,32,Freshman,Engineering
Jane Garcia,16,1.84,58,Freshman,Business
Elijah Garcia,16,3.15,48,Freshman,Criminal Justice
Jill Willaims,15,2.23,51,Senior,Computer Science
Danielle Davis,19,3.05,30,Sophomore,Engineering
Kaden Willaims,19,1.5,6,Sophomore,Computer Science
Emma Miller,17,3.64,17,Senior,Engineering
Andrew Fogarty,19,1.44,30,Junior,Marketing
Benedict Davis,16,2.43,35,Sophomore,Construction
Keaton Fogarty,18,0.76,0,Sophomore,Marketing
Van Fogarty,18,1.58,16,Junior,Marketing
Mac Manukyan,16,0.71,20,Freshman,Engineering
Marge Manukyan,14,3.25,24,Senior,Bio Med
Lisa Johnson,15,2.66,26,Senior,Marketing
Emma Moore,18,1.27,53,Sophomore,Computer Science
Roman Davis,16,0.98,45,Sophomore,Business
Van Anderson,17,1.23,17,Sophomore,Engineering
Aiden Wilson,15,2.11,55,Sophomore,Computer Science
Alexis Davis,18,0.51,14,Senior,Engineering
Benedict Miller,18,0.49,51,Sophomore,Early College
Jane Brown,15,2.54,20,Senior,Criminal Justice
Van Johnson,14,4.03,7,Freshman,Culinary
Lisa Wilson,17,0.66,4,Sophomore,Engineering
Ben Wilson,17,3.14,36,Sophomore,Bio Med
Rachel Wilson,18,0.54,20,Senior,Criminal Justice
Jane Willaims,15,0.44,6,Sophomore,Business
Danielle Fogarty,18,3.84,14,Victory Lap,Culinary
Ben Miller,15,1.89,45,Freshman,Engineering
Elijah Davis,18,4.27,42,Freshman,Early College
Kaden Moore,16,0.99,3,Victory Lap,Business
Rachel Johnson,14,3.28,57,Freshman,Business
Danielle Garcia,16,2.76,56,Junior,Bio Med
Joe Manukyan,18,1.67,27,Victory Lap,Engineering
Van Manukyan,19,2.3,5,Junior,Early Childhood Education
Emmy Moore,14,2.55,60,Junior,Engineering
Jane Wilson,17,3.53,43,Junior,Business
Kaden Anderson,18,0.36,41,Senior,Business
Andrew Jones,15,1.81,10,Sophomore,Bio Med
Keaton DeFreitas,18,2.6,42,Sophomore,Engineering
Lisa Fogarty,18,0.71,55,Victory Lap,Construction
Roman Johnson,15,2.68,38,Junior,Early College
Eliana DeFreitas,18,1.69,1,Senior,Computer Science
Jane Davis,17,2.41,42,Senior,Computer Science
Noah Wilson,17,2.01,3,Senior,Bio Med
Danielle Fogarty,18,2.54,54,Senior,Criminal Justice
Alexis Smith,19,3.12,24,Junior,Criminal Justice
Danielle Miller,16,2.33,8,Senior,Business
Jane Fogarty,14,3.19,11,Junior,Business
Rachel Miller,15,0.39,23,Freshman,Early Childhood Education
Alexis Garcia,14,2.91,34,Senior,Computer Science
Roman Brown,19,4.24,60,Senior,Marketing
Alexis Willaims,19,1.69,16,Senior,Bio Med
Jill Fogarty,17,1.81,38,Junior,Early College
Aiden Anderson,16,2.95,12,Victory Lap,Computer Science
Eliana Smith,17,0.31,42,Senior,Early College
Alexis Willaims,14,1.4,43,Junior,Computer Science
Benedict Jones,15,1.19,21,Victory Lap,Criminal Justice
Alexis Johnson,18,0.68,38,Freshman,Computer Science
Kyan Willaims,15,4.25,44,Junior,Engineering
Benedict Moore,16,1.81,29,Victory Lap,Culinary
Kyan Jones,18,0.64,12,Senior,Culinary
Roman Anderson,15,1.27,27,Sophomore,Early Childhood Education
Rachel Jones,15,4.29,56,Sophomore,Bio Med
Kaden Fogarty,15,3.98,31,Senior,Culinary
Emmy Davis,19,2.43,38,Junior,Business
Noah Garcia,19,0.34,43,Senior,Criminal Justice
Jill DeFreitas,15,0.79,55,Senior,Early College
Rachel Wilson,15,3.63,48,Freshman,Computer Science
Roman Fogarty,16,1.65,32,Victory Lap,Marketing
Eliana Willaims,19,3.81,57,Junior,Business
Rachel DeFreitas,18,3.59,32,Sophomore,Culinary
Jill Smith,16,3.69,19,Senior,Culinary
Lucian Willaims,17,2.83,51,Sophomore,Culinary
Emma Smith,15,1.73,41,Sophomore,Early College
Aiden Jones,15,1.04,56,Freshman,Marketing
Marge Brown,18,0.36,37,Victory Lap,Marketing
Alexis Brown,17,3.28,4,Victory Lap,Early Childhood Education
Benedict Wilson,16,3.73,3,Victory Lap,Early Childhood Education
Keaton Willaims,18,3.8,52,Sophomore,Marketing
Lisa Miller,17,1.86,60,Sophomore,Early College
Jane Jones,17,0.76,31,Sophomore,Engineering
Joe Willaims,15,3.02,30,Victory Lap,Business
Emma Johnson,17,1.72,44,Sophomore,Marketing
Alexis Willaims,19,1.66,29,Freshman,Bio Med
Emmy Moore,19,0.75,0,Senior,Construction
Joe Anderson,14,0.86,53,Senior,Criminal Justice
Jill Wilson,15,0.69,34,Senior,Early Childhood Education
Rachel Moore,15,1.52,24,Sophomore,Bio Med
Mac Johnson,18,3.75,24,Junior,Criminal Justice
Lucian Moore,16,1.2,35,Senior,Business
Benedict Foster,16,1.58,43,Senior,Computer Science
Katerina Smith,15,3.66,38,Senior,Bio Med
Ben Foster,15,3.84,37,Victory Lap,Construction
Roman Anderson,17,2.55,32,Senior,Construction
Jane Smith,14,2.0,33,Junior,Computer Science
Van Garcia,16,4.13,46,Junior,Marketing
Van Garcia,16,1.6,37,Victory Lap,Business
Ben Fogarty,15,0.94,60,Junior,Criminal Justice
Emmy Jones,17,0.57,29,Victory Lap,Business
Van Jones,17,3.71,31,Senior,Culinary
Lucian Willaims,16,2.2,33,Sophomore,Business
Eliana Smith,14,1.61,28,Victory Lap,Computer Science
Andrew Jones,17,3.0,25,Junior,Business
Joe Anderson,15,1.6,6,Victory Lap,Bio Med
Elijah Fogarty,19,1.62,19,Victory Lap,Bio Med
Lucian Willaims,14,0.75,28,Senior,Marketing
Kaden Wilson,19,1.51,7,Freshman,Engineering
Katerina DeFreitas,18,4.19,60,Victory Lap,Business
Alexis Fogarty,15,1.26,26,Sophomore,Early Childhood Education
Lisa Manukyan,15,2.62,54,Freshman,Business
Noah Miller,14,2.22,41,Freshman,Early Childhood Education
Mac Miller,18,1.12,45,Sophomore,Computer Science
Joe Smith,17,3.7,17,Sophomore,Early Childhood Education
Kyan Brown,18,3.91,33,Senior,Construction
Jill Wilson,17,1.69,27,Freshman,Early Childhood Education
Alexis Jones,17,1.68,44,Sophomore,Bio Med
Elijah Davis,16,2.26,5,Senior,Marketing
Katerina Brown,16,1.2,47,Sophomore,Marketing
Kyan Davis,19,3.74,43,Junior,Early Childhood Education
Elijah Manukyan,14,1.52,39,Sophomore,Marketing
Andrew DeFreitas,15,4.25,19,Freshman,Criminal Justice
Noah Anderson,17,0.86,43,Senior,Business
Emmy Foster,14,3.86,18,Victory Lap,Computer Science
Lucian Fogarty,15,3.73,9,Junior,Engineering
Roman Miller,17,1.69,58,Freshman,Computer Science
Danielle Fogarty,15,0.57,50,Sophomore,Early College
Danielle Moore,15,3.01,12,Freshman,Computer Science
Lucian Fogarty,14,3.13,47,Sophomore,Criminal Justice
Alexis Johnson,19,2.0,47,Junior,Engineering
Aiden Jones,14,1.64,49,Freshman,Early College
Mac Fogarty,14,2.9,36,Senior,Marketing
Danielle Davis,15,2.03,49,Freshman,Bio Med
Aiden Jones,14,1.38,39,Senior,Construction
Roman Wilson,15,1.64,59,Victory Lap,Business
Noah Moore,19,3.98,28,Junior,Business
Aiden Miller,17,3.5,45,Senior,Bio Med
Kaden Willaims,16,2.22,31,Freshman,Engineering
Benedict Smith,16,3.38,47,Senior,Criminal Justice
Lisa Willaims,18,0.36,59,Junior,Bio Med
Alexis Foster,16,4.19,7,Freshman,Bio Med
Alexis Foster,17,1.1,46,Senior,Bio Med
Ben Davis,18,1.16,41,Senior,Culinary
Kaden Willaims,14,3.82,45,Freshman,Marketing
Katerina Jones,18,4.11,16,Junior,Criminal Justice
Elijah Smith,18,1.18,34,Victory Lap,Engineering
Mac DeFreitas,19,2.57,1,Junior,Construction
Noah Foster,19,1.78,31,Freshman,Business
Roman Anderson,17,2.83,16,Victory Lap,Construction
Kyan DeFreitas,18,2.92,34,Sophomore,Business
Lucian Miller,16,3.45,28,Sophomore,Bio Med
Lucian Fogarty,18,2.36,48,Senior,Construction
Keaton Jones,15,1.24,8,Sophomore,Construction
Kaden Moore,15,4.18,37,Victory Lap,Criminal Justice
Emma Foster,16,2.79,32,Junior,Early College
Benedict Smith,19,2.67,46,Victory Lap,Culinary
Benedict Davis,15,1.07,28,Sophomore,Criminal Justice
Lisa Manukyan,15,1.05,14,Victory Lap,Construction
Kaden DeFreitas,17,2.65,54,Junior,Criminal Justice
Kaden Moore,19,0.83,6,Senior,Construction
Andrew Jones,15,2.04,9,Senior,Early Childhood Education
Van Willaims,14,0.63,31,Junior,Early Childhood Education
Mac Manukyan,14,2.37,54,Senior,Construction
Marge Fogarty,18,3.06,7,Freshman,Computer Science
Jane DeFreitas,17,1.96,46,Freshman,Engineering
Elijah Moore,18,2.2,9,Freshman,Construction
Lucian Foster,17,1.61,33,Senior,Computer Science
Ben Wilson,15,3.72,53,Junior,Criminal Justice
Andrew Smith,15,1.11,28,Sophomore,Construction
Ben Brown,16,4.15,23,Sophomore,Business
Ben Jones,15,1.05,10,Freshman,Engineering
Van Wilson,16,0.57,17,Sophomore,Marketing
Danielle Moore,18,2.59,0,Junior,Early College
Jane Fogarty,15,0.95,54,Senior,Criminal Justice
Lisa Johnson,15,1.07,23,Junior,Culinary
Emma Garcia,14,2.92,47,Victory Lap,Business
Kaden Willaims,19,2.61,9,Freshman,Construction
Alexis Jones,16,3.79,15,Sophomore,Criminal Justice
Emma Willaims,18,2.13,58,Freshman,Early College
Keaton Davis,18,2.12,20,Senior,Culinary
Keaton Garcia,14,0.64,7,Sophomore,Marketing
Benedict Brown,16,1.56,35,Sophomore,Early College
Jane Brown,15,3.92,26,Victory Lap,Engineering
Keaton Johnson,18,1.34,48,Victory Lap,Early Childhood Education
Alexis Manukyan,18,1.47,39,Victory Lap,Computer Science
Roman Manukyan,18,1.22,17,Sophomore,Early Childhood Education
Kaden Jones,14,2.15,38,Junior,Marketing
Lisa Miller,14,0.43,16,Senior,Culinary
Emma Johnson,17,3.32,39,Sophomore,Computer Science
Roman Foster,16,0.55,9,Victory Lap,Bio Med
Joe Willaims,18,3.8,39,Junior,Construction
Lisa Anderson,15,3.59,5,Sophomore,Bio Med
Emma Foster,16,3.93,36,Junior,Engineering
Danielle Smith,19,0.31,54,Victory Lap,Marketing
Andrew Moore,18,1.71,25,Senior,Bio Med
Lisa Willaims,14,4.02,57,Junior,Engineering
Lisa Garcia,16,1.29,50,Junior,Bio Med
Benedict Willaims,16,3.31,51,Freshman,Early Childhood Education
Ben Jones,14,2.93,43,Freshman,Bio Med
Emmy Willaims,17,2.59,50,Junior,Culinary
Jill Wilson,16,2.87,4,Victory Lap,Construction
Emmy DeFreitas,14,2.42,31,Victory Lap,Early College
Mac Foster,17,1.44,9,Freshman,Business
Eliana Johnson,16,2.69,2,Victory Lap,Bio Med
Joe Garcia,15,1.29,26,Junior,Marketing
Ben Johnson,16,2.46,57,Junior,Early College
Aiden Wilson,14,3.9,25,Freshman,Bio Med
Jill Johnson,16,3.33,18,Freshman,Engineering
Mac Fogarty,19,3.08,39,Victory Lap,Criminal Justice
Lucian Brown,16,2.21,13,Junior,Marketing
Noah Jones,19,3.59,56,Sophomore,Early College
Elijah Brown,14,1.54,20,Freshman,Early Childhood Education
Katerina Fogarty,17,0.37,25,Sophomore,Criminal Justice
Danielle Willaims,19,1.34,18,Sophomore,Culinary
Roman Miller,19,1.87,57,Senior,Computer Science
Lucian Moore,18,2.71,36,Freshman,Early Childhood Education
Lucian Fogarty,16,1.18,6,Senior,Early College
Keaton Anderson,16,3.09,57,Sophomore,Culinary
Jane Miller,19,1.8,25,Senior,Construction
Eliana Foster,18,3.64,53,Freshman,Computer Science
Emmy Smith,14,3.83,49,Senior,Construction
Kaden Fogarty,16,2.37,46,Victory Lap,Bio Med
Aiden Miller,17,2.76,11,Sophomore,Early College
Jane Foster,18,4.01,6,Victory Lap,Construction
Katerina Anderson,15,4.11,44,Sophomore,Early Childhood Education
Elijah Manukyan,19,3.09,22,Freshman,Culinary
Kyan Davis,15,1.32,31,Senior,Construction
Joe Johnson,15,3.05,31,Sophomore,Early College
Lisa Johnson,19,3.89,13,Freshman,Business
Danielle Moore,15,0.35,13,Senior,Criminal Justice
Lisa Fogarty,17,0.51,11,Sophomore,Business
Kyan Wilson,14,1.11,48,Junior,Engineering
Elijah Willaims,19,3.07,56,Junior,Criminal Justice
Joe Brown,17,1.62,1,Freshman,Early Childhood Education
Noah Wilson,18,2.02,48,Victory Lap,Business
Lisa Moore,16,1.85,47,Junior,Engineering
Aiden Anderson,17,3.42,39,Victory Lap,Culinary
Danielle Smith,16,2.2,46,Junior,Construction
Van Garcia,16,1.64,21,Victory Lap,Business
Alexis Fogarty,17,2.28,34,Victory Lap,Business
Ben Johnson,17,2.75,57,Senior,Criminal Justice
Keaton Manukyan,14,3.97,47,Victory Lap,Criminal Justice
Jane Davis,14,4.13,54,Freshman,Construction
Mac Davis,16,2.75,35,Freshman,Computer Science
Ben Foster,19,2.76,6,Sophomore,Construction
Katerina Brown,19,2.13,10,Victory Lap,Engineering
Lucian Davis,18,1.18,45,Junior,Engineering
Mac Willaims,18,1.65,56,Senior,Bio Med
Ben Wilson,19,4.27,49,Sophomore,Engineering
Keaton Foster,18,0.62,11,Senior,Marketing
Jill Garcia,14,1.24,60,Sophomore,Engineering
Elijah Willaims,17,0.93,37,Sophomore,Early College
Emmy Fogarty,14,0.65,42,Junior,Bio Med
Benedict Brown,18,2.68,12,Freshman,Engineering
Jill Moore,15,4.19,52,Sophomore,Business
Jane Moore,19,0.98,59,Freshman,Bio Med
Aiden Wilson,17,3.58,21,Sophomore,Early Childhood Education
Van Fogarty,18,3.4,34,Sophomore,Early Childhood Education
Kyan Fogarty,19,1.02,20,Freshman,Engineering
Emma Jones,18,1.36,27,Junior,Early Childhood Education
Van Anderson,18,3.81,10,Senior,Early Childhood Education
Elijah Moore,15,3.95,30,Senior,Early College
Rachel Fogarty,18,1.43,44,Sophomore,Early College
Marge Anderson,16,3.08,23,Junior,Business
Kyan Wilson,19,3.44,37,Victory Lap,Culinary
Mac Smith,14,2.37,14,Freshman,Criminal Justice
Lucian Wilson,17,3.45,21,Sophomore,Early Childhood Education
Lucian Fogarty,14,1.54,35,Sophomore,Early Childhood Education
Joe Manukyan,17,0.87,30,Junior,Engineering
Jane Wilson,17,1.23,21,Junior,Construction
Katerina Foster,18,2.24,31,Senior,Business
Elijah Smith,15,2.04,31,Junior,Business
Katerina Fogarty,18,2.55,20,Freshman,Early Childhood Education
Katerina Jones,14,2.85,55,Junior,Business
Marge Moore,17,1.7,43,Freshman,Early Childhood Education
Eliana Davis,18,4.21,0,Junior,Culinary
Marge Moore,14,3.09,38,Sophomore,Criminal Justice
Keaton Foster,17,0.7,29,Sophomore,Marketing
Rachel Fogarty,17,4.28,21,Senior,Early College
Rachel Miller,16,0.95,22,Victory Lap,Construction
Lisa Moore,17,2.44,9,Senior,Marketing
Katerina Smith,14,3.27,45,Senior,Computer Science
Danielle Foster,17,1.64,15,Senior,Construction
Van Jones,16,3.2,59,Senior,Marketing
Eliana Moore,17,0.73,39,Senior,Computer Science
Katerina Moore,14,1.23,27,Senior,Engineering
Lucian DeFreitas,19,1.44,30,Junior,Construction
Alexis Garcia,15,1.8,43,Victory Lap,Culinary
Kaden Willaims,19,1.18,8,Sophomore,Early College
Rachel Smith,17,0.79,9,Sophomore,Computer Science
Jill Davis,18,2.34,7,Senior,Early Childhood Education
Mac Manukyan,17,4.1,4,Victory Lap,Computer Science
Elijah Miller,17,1.86,4,Freshman,Early College
Benedict Jones,19,0.59,40,Senior,Culinary
Aiden Brown,17,1.7,56,Junior,Computer Science
Van Fogarty,19,3.13,13,Sophomore,Marketing
Noah Davis,17,1.21,17,Sophomore,Business
Elijah Davis,15,2.17,14,Victory Lap,Criminal Justice
Van Garcia,15,2.58,55,Freshman,Early College
Ben Johnson,14,1.93,16,Sophomore,Criminal Justice
Mac Foster,14,0.68,49,Victory Lap,Computer Science
Noah DeFreitas,14,0.7,30,Junior,Marketing
Joe Davis,17,1.63,23,Junior,Early College
Rachel Davis,14,2.72,52,Freshman,Construction
Joe Davis,14,1.96,43,Victory Lap,Computer Science
Emmy Miller,14,0.75,38,Sophomore,Culinary
Marge Wilson,19,0.65,15,Junior,Bio Med
Rachel Brown,19,4.06,59,Junior,Criminal Justice
Lisa Anderson,19,1.93,43,Freshman,Marketing
Emma Willaims,19,0.54,48,Victory Lap,Business
Katerina Jones,19,2.89,31,Freshman,Culinary
Keaton Johnson,18,1.68,36,Junior,Culinary
Jill Anderson,17,1.47,24,Senior,Business
Marge Anderson,15,4.06,6,Junior,Early Childhood Education
Mac Jones,17,1.29,50,Victory Lap,Computer Science
Benedict Anderson,19,2.61,34,Junior,Computer Science
Ben Foster,16,0.61,39,Victory Lap,Bio Med
Benedict Manukyan,17,2.92,17,Sophomore,Early Childhood Education
Aiden Jones,14,3.75,45,Junior,Business
Roman DeFreitas,15,4.11,36,Sophomore,Business
Roman Foster,18,2.06,37,Senior,Early College
Emmy Manukyan,16,3.61,26,Freshman,Marketing
Elijah Jones,16,1.6,47,Victory Lap,Marketing
Van Manukyan,15,1.8,23,Victory Lap,Bio Med
Alexis Miller,16,2.49,59,Sophomore,Computer Science
Marge Smith,16,1.89,59,Junior,Criminal Justice
Elijah Fogarty,17,1.38,24,Victory Lap,Engineering
Emmy Foster,16,1.74,27,Senior,Engineering
Van Fogarty,14,3.97,29,Junior,Marketing
Lisa Foster,18,2.27,59,Victory Lap,Early Childhood Education
Eliana Wilson,14,2.0,10,Senior,Early Childhood Education
Marge Foster,17,1.72,10,Victory Lap,Bio Med
Marge Willaims,15,1.75,12,Junior,Marketing
Joe Wilson,18,0.83,44,Victory Lap,Criminal Justice
Alexis Johnson,15,1.85,17,Senior,Business
Aiden Miller,15,2.43,60,Victory Lap,Criminal Justice
Danielle Manukyan,18,1.82,45,Junior,Business
Emma Manukyan,17,0.91,48,Senior,Business
Roman Anderson,14,0.87,13,Sophomore,Culinary
Alexis Manukyan,15,2.66,2,Victory Lap,Bio Med
Van DeFreitas,14,1.85,38,Senior,Business
Joe Jones,16,2.27,41,Freshman,Construction
Keaton Anderson,14,3.46,10,Junior,Early Childhood Education
Ben Willaims,17,1.35,35,Freshman,Early College
Andrew Jones,19,3.19,60,Victory Lap,Early Childhood Education
Rachel Smith,14,2.64,24,Senior,Computer Science
Benedict Fogarty,14,0.89,38,Senior,Marketing
Ben Wilson,18,1.02,45,Senior,Culinary
Lucian Manukyan,15,0.65,48,Senior,Construction
