Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Mia Miller,21,2.69,3,60,Psychology,Junior
Joseph Johnson,25,2.22,2,48,Chemistry,Junior
Harper Martinez,20,3.36,0,32,Mathematics,Sophomore
Emily Sanchez,19,2.06,2,85,Mathematics,Graduate
James Williams,21,3.06,2,81,Literature,Junior
Laura Thompson,18,2.04,0,69,Physics,Senior
Andrew Sanchez,20,3.96,0,100,Sociology,Senior
Benjamin Garcia,20,2.8,3,69,Physics,Graduate
David Johnson,20,2.56,1,57,Science,Sophomore
Olivia Perez,21,2.16,1,107,History,Senior
John Harris,25,2.1,0,26,Psychology,Sophomore
Sophia Taylor,18,3.74,0,85,Business,Senior
Emma Taylor,24,2.3,3,29,Chemistry,Senior
Abigail Thompson,19,3.69,3,5,Computer Science,Junior
David Smith,22,2.02,2,33,Computer Science,Freshman
Olivia Lee,20,2.72,3,25,Sociology,Graduate
Sarah Ramirez,23,2.22,2,58,Biology,Freshman
Jane Lewis,23,3.55,3,89,History,Freshman
Laura Davis,23,2.92,3,68,Computer Science,Graduate
Evelyn Martinez,23,2.55,0,120,Chemistry,Junior
Isabella Smith,25,2.54,3,50,Engineering,Freshman
Olivia Wilson,23,3.21,3,74,Psychology,Graduate
Abigail Hernandez,25,3.06,0,24,Philosophy,Freshman
Alex Miller,22,2.27,0,29,History,Freshman
Mia Miller,23,2.86,1,77,Psychology,Junior
Sophia Anderson,23,2.91,2,95,Computer Science,Freshman
John Anderson,19,3.34,1,109,Biology,Graduate
Mia Martinez,20,3.47,0,46,Literature,Senior
Abigail Sanchez,23,2.77,1,79,Biology,Sophomore
Isabella Anderson,25,3.4,3,51,Literature,Junior
David Williams,20,2.38,3,113,Biology,Senior
Michael Wilson,22,2.06,0,74,Literature,Junior
Lucas Robinson,25,3.78,2,110,Philosophy,Graduate
Amelia Martinez,25,2.32,2,52,Biology,Senior
Mia Perez,20,2.78,0,46,Philosophy,Junior
Evelyn Rodriguez,20,2.89,1,12,Philosophy,Graduate
Alex Williams,25,3.29,3,102,Psychology,Freshman
Abigail Garcia,18,3.22,1,33,Biology,Senior
Jane Thompson,24,2.09,0,14,History,Sophomore
Daniel Miller,20,2.18,3,14,Sociology,Junior
Benjamin Sanchez,22,2.68,0,71,Mathematics,Junior
Elijah Smith,25,2.33,2,66,Sociology,Freshman
Emily Jackson,18,2.63,2,60,Business,Sophomore
Ethan Smith,19,3.78,0,59,Science,Sophomore
Samuel Brown,18,3.81,1,0,Psychology,Junior
Harper Moore,22,2.77,3,80,Computer Science,Junior
Laura Martinez,21,2.14,3,82,Chemistry,Sophomore
Emily Davis,18,3.92,3,95,Mathematics,Junior
Ethan Jackson,19,2.73,3,45,Biology,Junior
Ethan Lewis,23,2.11,3,12,Engineering,Graduate
Katie Perez,20,2.55,1,41,Engineering,Sophomore
Harper Brown,19,2.58,2,60,History,Senior
Charlotte Garcia,19,3.43,1,82,Engineering,Junior
Elijah Thomas,22,3.47,0,111,Science,Junior
Mia Davis,19,2.99,1,67,Business,Sophomore
Daniel Williams,22,3.65,0,58,Economics,Freshman
Amelia Thomas,24,2.0,2,40,Engineering,Sophomore
Abigail Anderson,18,2.3,2,2,Chemistry,Sophomore
Elijah Miller,24,3.09,0,103,Literature,Graduate
Samuel Perez,25,3.39,1,92,History,Junior
Harper Gonzalez,19,3.29,2,28,Chemistry,Senior
Katie Rodriguez,20,2.18,0,4,Art,Graduate
Emma Davis,18,2.18,3,23,Biology,Freshman
Elijah Johnson,24,3.14,1,93,Computer Science,Sophomore
James White,24,3.13,2,33,Computer Science,Graduate
Benjamin Lee,20,2.62,0,3,Art,Freshman
Lucas Thomas,18,2.06,3,108,Philosophy,Junior
James Lewis,22,3.7,2,73,Chemistry,Freshman
Olivia Sanchez,18,3.78,0,39,Biology,Sophomore
Jane Taylor,25,2.05,0,95,Sociology,Sophomore
Matthew Miller,23,2.22,2,105,Philosophy,Graduate
Lucas Lewis,22,2.37,2,25,History,Graduate
Joseph Ramirez,20,3.44,1,22,Economics,Freshman
Laura Jackson,24,3.44,1,104,Philosophy,Graduate
Matthew Gonzalez,20,2.12,3,101,Biology,Graduate
James Thomas,20,3.28,3,3,Philosophy,Sophomore
John White,22,2.71,0,94,Psychology,Freshman
Samuel White,21,2.7,0,59,Business,Sophomore
Sarah Moore,23,3.72,2,3,Philosophy,Sophomore
Sarah Lee,22,2.64,2,1,Sociology,Freshman
Emma Jackson,18,2.86,0,116,Literature,Freshman
Emily Garcia,24,2.47,3,57,Chemistry,Freshman
Sophia Martinez,21,3.15,0,78,Business,Graduate
Sophia Thomas,23,3.74,0,3,Philosophy,Senior
John Gonzalez,19,2.8,0,3,Art,Junior
Mia Taylor,20,2.44,0,49,Psychology,Senior
Sophia Davis,23,3.06,3,29,Sociology,Junior
Emma Williams,18,2.42,3,72,Psychology,Junior
Abigail Thompson,20,2.66,1,36,Engineering,Freshman
Mia Thompson,21,2.64,3,27,Literature,Sophomore
James Jackson,19,2.8,3,56,Philosophy,Senior
Emily Rodriguez,22,3.09,3,78,Psychology,Freshman
David Gonzalez,25,2.66,1,99,Sociology,Graduate
Olivia Miller,23,3.7,0,70,Mathematics,Graduate
Evelyn Gonzalez,20,2.5,1,120,Biology,Graduate
Charlotte Jackson,24,2.13,2,62,Biology,Junior
Mia Thomas,23,3.88,2,16,Physics,Sophomore
Daniel Lee,23,3.93,2,94,Literature,Graduate
Michael Clark,18,2.11,2,15,Business,Graduate
Lucas Harris,20,3.19,0,96,Literature,Junior
Evelyn Garcia,20,3.24,1,86,Economics,Freshman
Amelia Robinson,24,3.92,1,52,Mathematics,Freshman
Laura Thomas,20,3.08,2,108,Psychology,Graduate
Amelia Brown,22,2.44,2,118,Chemistry,Junior
Charlotte Robinson,25,3.69,3,83,Mathematics,Graduate
David Gonzalez,18,2.45,3,48,Biology,Freshman
Andrew Lewis,19,3.31,3,114,Science,Sophomore
Joseph Rodriguez,22,2.35,2,78,Biology,Sophomore
Evelyn Thompson,24,3.04,1,36,Economics,Senior
Abigail Rodriguez,21,3.03,0,92,Literature,Freshman
Isabella Perez,21,3.04,3,38,Sociology,Junior
David Sanchez,24,2.21,3,0,Economics,Sophomore
James Wilson,21,3.79,2,52,Business,Junior
Chris Lee,19,2.39,0,9,Economics,Freshman
Ethan Wilson,18,3.69,2,66,History,Freshman
Joseph Moore,23,2.19,1,73,Art,Freshman
Sarah Davis,19,2.64,3,104,Business,Senior
Harper Rodriguez,24,3.57,2,16,Computer Science,Junior
David Wilson,20,2.82,2,58,Computer Science,Sophomore
Isabella Perez,21,3.9,1,41,Biology,Graduate
Jane Wilson,24,3.32,2,108,Computer Science,Sophomore
Katie Jackson,23,3.49,2,57,Computer Science,Senior
Lucas Anderson,25,3.66,2,53,History,Junior
Daniel Anderson,24,2.15,1,98,Biology,Graduate
Abigail Martin,24,2.47,3,101,Business,Junior
Daniel Smith,25,3.09,3,83,Business,Freshman
Daniel Harris,20,3.5,0,90,Philosophy,Junior
Sarah Harris,20,3.93,1,66,Art,Junior
Katie Clark,20,3.22,1,24,Sociology,Sophomore
Abigail Davis,21,3.01,1,101,Literature,Junior
Lucas Robinson,23,3.78,3,38,Psychology,Freshman
John Brown,23,3.25,0,120,Sociology,Sophomore
Harper Gonzalez,23,2.66,1,20,Psychology,Freshman
Abigail Lewis,20,2.27,3,13,Psychology,Senior
David Harris,20,2.76,2,88,Mathematics,Freshman
Sarah Miller,20,3.7,3,71,Business,Graduate
Evelyn Lewis,21,2.99,2,13,Science,Junior
Amelia Jackson,24,3.42,2,53,Computer Science,Sophomore
Daniel Martinez,22,3.05,0,27,Science,Junior
Katie Moore,25,2.13,1,117,Literature,Graduate
Amelia Harris,19,3.94,3,70,Physics,Sophomore
Jane Harris,24,2.45,0,16,Sociology,Senior
Laura Rodriguez,22,3.36,0,45,Business,Graduate
Katie Gonzalez,19,3.04,1,62,Economics,Graduate
Charlotte White,22,3.18,1,105,Physics,Senior
Charlotte Thompson,25,3.65,0,27,Economics,Junior
Benjamin Thomas,25,2.91,1,89,Business,Graduate
Elijah Ramirez,18,2.68,3,77,Art,Freshman
Ethan Jones,18,3.44,1,50,Mathematics,Sophomore
James Thompson,21,2.72,0,49,Literature,Freshman
Abigail Wilson,23,2.41,0,14,Computer Science,Sophomore
Emily Lee,24,3.67,3,61,Computer Science,Graduate
Alex Lee,21,2.18,2,14,Biology,Senior
James Lewis,18,2.27,2,22,History,Senior
Joseph Robinson,21,2.82,0,85,History,Graduate
Isabella Johnson,24,3.47,2,9,Chemistry,Senior
Joseph Davis,22,2.51,2,88,Mathematics,Graduate
David Johnson,25,2.05,2,119,Sociology,Junior
Michael Davis,23,3.06,2,8,Mathematics,Freshman
Sarah Wilson,23,3.98,3,79,Sociology,Senior
Ethan Clark,20,2.79,2,74,Philosophy,Freshman
Charlotte White,22,3.19,0,90,Art,Junior
Sarah Perez,23,2.34,1,38,Literature,Sophomore
Charlotte Lewis,23,3.12,1,38,Sociology,Senior
Joseph Thompson,19,3.57,1,90,Economics,Freshman
John Jones,18,3.35,1,35,Chemistry,Junior
Elijah Robinson,21,2.14,1,109,Business,Junior
Evelyn Lee,25,3.58,1,60,Physics,Junior
Charlotte Rodriguez,24,3.22,3,48,Economics,Junior
Ethan Perez,24,3.98,1,73,Science,Sophomore
Sophia Smith,18,3.97,1,18,Art,Freshman
Laura Smith,20,3.46,3,25,Science,Senior
Harper Anderson,20,3.74,1,85,Computer Science,Freshman
John Garcia,25,3.69,3,94,Physics,Senior
Jane Thompson,23,2.51,1,110,Chemistry,Senior
Emma Smith,21,2.17,3,36,Computer Science,Graduate
Andrew Lopez,24,3.57,0,62,History,Graduate
Emma Lee,25,2.12,0,69,Literature,Graduate
David Rodriguez,20,3.6,2,26,Engineering,Freshman
Michael Jones,25,2.66,2,46,Engineering,Senior
Charlotte Martin,24,3.5,2,18,Economics,Junior
Harper White,24,2.19,2,49,Art,Senior
Charlotte Robinson,23,2.13,3,36,Business,Graduate
James Thompson,20,3.29,2,90,Literature,Sophomore
Laura Lewis,20,3.9,3,70,Computer Science,Sophomore
David Martin,20,3.48,3,97,Economics,Freshman
Laura Rodriguez,25,2.89,0,6,Literature,Sophomore
Matthew Martinez,22,2.74,2,80,Philosophy,Senior
Katie Garcia,20,2.19,2,12,Art,Sophomore
Mia Williams,19,2.49,1,85,Economics,Sophomore
Emily Brown,23,3.68,1,47,Sociology,Freshman
Abigail White,21,2.3,0,114,Economics,Senior
Evelyn Smith,19,2.4,3,97,Physics,Junior
Chris Sanchez,19,3.96,3,120,Literature,Sophomore
Charlotte Johnson,25,2.55,3,15,Engineering,Junior
Jane Davis,18,3.65,2,76,Physics,Senior
Ethan Robinson,20,3.66,3,93,Business,Graduate
Chris Johnson,24,2.88,2,72,History,Sophomore
John Lee,22,3.32,1,40,Biology,Junior
Samuel Thompson,22,2.91,1,55,Science,Senior
Abigail Martinez,18,3.92,1,21,Biology,Graduate
Andrew Wilson,22,2.93,0,3,Biology,Junior
Amelia Brown,25,3.3,2,98,Mathematics,Junior
Benjamin Anderson,18,3.65,1,92,Physics,Graduate
Alex Perez,18,2.87,0,96,Philosophy,Graduate
Benjamin Thomas,18,3.44,2,70,Biology,Junior
Emma Rodriguez,19,2.81,0,14,Sociology,Junior
Emma Jackson,23,2.86,2,34,Chemistry,Graduate
James Davis,25,3.66,3,86,Mathematics,Sophomore
Matthew Garcia,22,2.23,2,37,Art,Senior
Lucas Lopez,19,2.23,2,36,Engineering,Sophomore
Ethan Jones,19,3.38,2,52,Mathematics,Graduate
Ethan Moore,20,2.76,2,81,Computer Science,Graduate
Harper Hernandez,25,2.47,1,72,Philosophy,Senior
Olivia Sanchez,20,3.25,1,108,Psychology,Senior
Elijah Robinson,19,3.87,0,38,Art,Junior
Emma Smith,20,2.69,1,64,History,Graduate
James Johnson,19,3.46,1,13,Physics,Graduate
James Sanchez,22,3.67,0,27,Economics,Freshman
Harper Brown,21,2.62,3,104,Engineering,Freshman
Andrew Wilson,22,2.9,2,79,Biology,Junior
Abigail Johnson,21,3.55,0,8,Science,Junior
Alex Martin,24,3.14,3,21,Chemistry,Senior
Mia Jackson,23,2.2,1,9,Sociology,Junior
Lucas Lee,18,3.07,3,27,Chemistry,Junior
Isabella Lee,20,3.14,0,24,Mathematics,Freshman
Isabella Ramirez,25,3.58,0,120,Computer Science,Junior
Jane Gonzalez,23,2.22,0,65,Literature,Senior
Amelia Sanchez,20,2.91,0,17,Art,Sophomore
Mia Rodriguez,25,3.02,3,109,Literature,Junior
Sophia Lewis,22,3.31,3,89,Art,Freshman
Evelyn Wilson,18,3.31,0,115,Computer Science,Senior
James Lee,20,2.46,0,80,History,Junior
Alex Thompson,25,3.35,1,27,Business,Junior
Alex Rodriguez,25,3.75,1,63,Philosophy,Sophomore
Sarah Brown,19,3.81,0,14,Philosophy,Graduate
Andrew Jones,19,3.46,1,114,Sociology,Junior
Mia Jackson,20,3.35,3,61,Engineering,Graduate
Olivia Clark,22,3.36,0,30,Physics,Freshman
Sophia Moore,24,3.88,2,73,Physics,Sophomore
Mia Moore,25,3.23,0,40,Psychology,Senior
Samuel Martin,20,3.77,3,60,History,Senior
Samuel Johnson,25,2.13,2,77,Computer Science,Junior
Michael Sanchez,19,2.65,3,45,Computer Science,Freshman
Mia Lewis,20,2.71,0,118,Chemistry,Freshman
Mia Lee,22,2.24,1,70,Biology,Freshman
Sarah Hernandez,21,3.02,3,4,History,Sophomore
Laura Garcia,21,3.43,2,54,Chemistry,Junior
Isabella Gonzalez,20,2.7,0,79,Mathematics,Graduate
Sophia Robinson,21,3.91,2,76,Literature,Sophomore
Joseph Sanchez,24,2.65,0,66,Business,Freshman
Sarah Thomas,25,3.63,2,25,Engineering,Senior
Chris Lopez,24,2.27,0,12,Philosophy,Senior
Samuel White,18,2.98,1,20,Art,Sophomore
Joseph Martinez,24,3.18,1,40,Biology,Graduate
Samuel Lopez,23,2.52,2,120,Business,Junior
Chris Anderson,19,3.27,1,49,Economics,Senior
David Brown,24,2.03,0,46,Engineering,Junior
Joseph Smith,20,3.02,2,103,Sociology,Senior
Benjamin Jackson,20,2.11,3,115,Psychology,Graduate
Mia Sanchez,22,3.86,1,70,Sociology,Freshman
Lucas Gonzalez,19,2.66,0,102,Mathematics,Freshman
Sarah Thomas,25,2.77,1,74,Mathematics,Graduate
Emily Miller,24,3.43,3,4,Economics,Sophomore
Matthew White,20,3.0,1,53,Business,Freshman
Chris Brown,20,3.91,0,104,Sociology,Sophomore
Harper Lee,25,3.15,0,81,Philosophy,Sophomore
Harper Wilson,20,3.05,3,72,Computer Science,Freshman
Harper Ramirez,19,2.64,2,69,Physics,Freshman
Emily Thompson,24,3.71,1,37,Literature,Junior
Alex Sanchez,25,3.7,2,80,Art,Senior
Evelyn Martin,21,3.87,3,108,Art,Junior
Isabella Robinson,19,2.96,2,10,Mathematics,Freshman
Matthew Robinson,24,2.54,0,56,Philosophy,Sophomore
Katie Jackson,23,2.29,0,119,Computer Science,Senior
Daniel Johnson,18,2.13,1,48,Computer Science,Junior
Harper Lopez,21,2.61,0,83,Science,Graduate
Chris Rodriguez,19,2.83,2,94,History,Graduate
Chris Taylor,22,2.29,1,47,Literature,Freshman
Emily Lewis,18,3.21,3,37,Engineering,Freshman
Alex Thomas,25,3.11,0,7,Philosophy,Junior
Abigail Clark,24,2.3,1,40,Psychology,Junior
Abigail Thompson,21,3.82,1,87,Sociology,Freshman
Daniel Martinez,24,2.1,1,91,Business,Senior
Chris Lopez,21,3.0,3,3,History,Graduate
Chris Taylor,20,2.6,0,104,Mathematics,Graduate
Alex Davis,21,2.99,0,117,Science,Graduate
Chris Taylor,21,2.97,0,116,History,Freshman
Emma Harris,25,2.74,3,43,Engineering,Junior
Amelia White,19,2.14,3,119,History,Junior
Andrew Sanchez,20,2.55,0,13,Art,Freshman
Abigail Thompson,23,2.25,1,67,Sociology,Senior
Samuel Williams,19,3.02,2,91,Biology,Senior
Laura Lee,19,3.11,3,107,History,Junior
Joseph Martinez,21,2.95,3,5,Philosophy,Graduate
Abigail Davis,22,3.58,1,4,Psychology,Junior
Matthew Rodriguez,19,2.31,3,19,Literature,Freshman
David Miller,19,3.9,3,10,Science,Graduate
Sarah Rodriguez,21,3.05,2,1,Literature,Senior
Evelyn Thomas,19,2.11,3,58,Chemistry,Senior
Samuel Ramirez,20,2.64,3,115,Business,Freshman
Alex Harris,24,3.1,1,69,Biology,Sophomore
Charlotte Jones,20,3.85,3,40,Philosophy,Senior
Elijah Thomas,22,3.08,3,69,History,Senior
Lucas Lewis,20,2.76,2,20,Engineering,Freshman
Matthew Taylor,24,3.2,1,118,Chemistry,Senior
Mia Clark,23,3.49,3,78,Economics,Senior
Andrew Robinson,20,3.27,2,60,Mathematics,Junior
Elijah Davis,20,3.63,0,13,Psychology,Junior
Daniel Ramirez,23,2.9,2,30,Psychology,Sophomore
Emily Martinez,20,2.39,3,99,Chemistry,Graduate
Benjamin Ramirez,24,3.69,2,21,History,Freshman
Emma Martinez,21,3.95,1,81,Mathematics,Senior
James Sanchez,22,3.95,1,46,Chemistry,Senior
Jane Robinson,19,3.71,0,17,Art,Junior
Ethan Taylor,19,3.91,2,99,Science,Freshman
John Wilson,20,3.99,1,107,Sociology,Junior
Joseph Martinez,25,2.2,1,28,Physics,Junior
Emma Ramirez,20,3.11,1,24,Economics,Junior
Jane Ramirez,21,2.36,3,92,Chemistry,Senior
Matthew Brown,20,3.66,2,1,Philosophy,Junior
James Moore,23,2.38,1,46,Biology,Graduate
Ethan Jones,23,3.89,0,118,Chemistry,Sophomore
Elijah Lee,22,3.53,3,108,Engineering,Senior
Chris White,25,2.08,1,48,Sociology,Junior
Chris Hernandez,22,2.37,3,43,Physics,Sophomore
David Harris,24,2.66,1,50,Science,Sophomore
Evelyn Perez,18,2.22,2,71,Computer Science,Freshman
Samuel Miller,18,2.61,3,24,Mathematics,Freshman
Isabella Miller,19,3.93,3,80,Mathematics,Sophomore
Michael Jackson,25,3.13,1,46,Computer Science,Junior
Emily Thompson,19,2.9,2,79,Sociology,Junior
Jane Anderson,23,3.68,2,85,Engineering,Sophomore
Matthew Gonzalez,25,2.87,1,30,Mathematics,Senior
Laura Williams,18,3.5,0,103,History,Junior
Chris Harris,22,2.31,1,87,Science,Sophomore
Olivia Taylor,23,2.16,3,94,Business,Freshman
Lucas Jackson,21,2.51,0,0,Mathematics,Junior
Alex Lopez,20,3.9,0,40,Business,Freshman
Amelia Ramirez,25,2.24,1,2,Psychology,Graduate
James Miller,22,3.58,2,52,Psychology,Freshman
Matthew Sanchez,20,3.53,3,39,Mathematics,Sophomore
Katie Thomas,20,2.37,0,2,Philosophy,Sophomore
Alex Jones,23,3.11,0,94,Mathematics,Sophomore
Sarah Brown,20,2.19,3,109,History,Sophomore
Abigail Davis,21,2.66,0,3,Sociology,Senior
Emma Johnson,23,3.49,2,94,History,Freshman
Ethan Williams,25,2.44,3,44,Sociology,Graduate
Evelyn Gonzalez,25,2.04,0,51,Chemistry,Senior
Isabella Rodriguez,18,2.22,0,17,Business,Junior
Elijah Gonzalez,23,2.55,0,97,History,Junior
Sarah Anderson,18,2.62,0,54,Economics,Sophomore
Mia Lopez,25,3.22,3,119,Literature,Sophomore
Sophia Ramirez,20,3.96,2,96,Computer Science,Graduate
Matthew Thomas,18,2.62,1,109,Physics,Sophomore
Benjamin Brown,18,3.82,0,89,Mathematics,Senior
Chris Jackson,25,2.23,3,23,Computer Science,Senior
Emma Jones,24,2.22,0,111,Science,Junior
Mia Thomas,21,2.6,0,60,Mathematics,Freshman
Daniel Martinez,25,3.14,1,19,Science,Freshman
Amelia Jones,19,3.54,2,80,Biology,Sophomore
Matthew Hernandez,21,2.96,3,24,Biology,Senior
Isabella Lee,24,2.27,2,29,Philosophy,Freshman
Laura Lee,23,3.41,0,105,Engineering,Senior
Isabella Ramirez,18,3.17,2,88,Literature,Sophomore
Sarah Hernandez,20,2.28,0,32,Science,Senior
Mia Clark,25,2.91,0,111,Literature,Junior
Matthew Lee,23,2.15,3,47,Philosophy,Graduate
James Lee,25,2.03,1,3,Biology,Sophomore
Katie Moore,20,3.75,1,65,Art,Graduate
Laura Gonzalez,22,2.05,2,70,History,Graduate
David Wilson,18,2.95,0,53,Science,Sophomore
John Davis,23,3.34,3,107,Economics,Graduate
Lucas Lopez,24,3.62,2,83,Science,Freshman
Laura Martin,21,2.21,1,46,Computer Science,Freshman
Evelyn Jones,22,2.96,0,22,Business,Sophomore
Laura Sanchez,18,3.01,2,20,Philosophy,Graduate
Matthew Brown,24,3.42,3,94,Business,Junior
Amelia Clark,19,2.67,0,80,Business,Sophomore
Daniel Martinez,24,3.9,0,61,Mathematics,Graduate
Joseph Anderson,20,2.86,2,86,Physics,Senior
Sarah Williams,24,2.3,0,100,Engineering,Freshman
Amelia Wilson,22,3.61,3,99,Sociology,Senior
Andrew Brown,21,2.5,0,5,Sociology,Freshman
Katie Harris,22,3.17,2,102,Sociology,Senior
Laura Davis,20,2.43,3,114,Science,Freshman
Andrew Lopez,22,2.65,0,78,Art,Graduate
Laura Miller,20,2.14,0,47,Computer Science,Graduate
Andrew Hernandez,25,2.83,0,21,Art,Senior
Sophia Perez,22,2.96,1,81,Science,Freshman
Michael Gonzalez,22,3.42,3,97,Business,Freshman
Charlotte Miller,18,3.36,3,1,Computer Science,Freshman
Ethan White,25,2.2,1,9,Sociology,Freshman
Mia Hernandez,19,3.2,0,103,Engineering,Junior
Emily Anderson,20,3.56,2,112,Philosophy,Sophomore
Olivia Ramirez,22,2.67,0,2,Computer Science,Graduate
Isabella Taylor,24,2.62,1,75,Engineering,Sophomore
Olivia Miller,22,3.41,0,70,Mathematics,Junior
Alex Wilson,22,3.63,3,94,Biology,Graduate
Benjamin Johnson,22,2.31,3,17,Sociology,Sophomore
Katie Hernandez,22,3.05,3,74,Engineering,Sophomore
Laura Gonzalez,24,2.72,2,62,Science,Sophomore
Elijah Lopez,21,3.74,2,12,Mathematics,Graduate
Sarah Davis,19,2.07,0,116,Chemistry,Sophomore
Laura Sanchez,22,3.07,2,28,Physics,Sophomore
Katie Johnson,24,3.85,2,100,Chemistry,Junior
Chris Lewis,20,3.04,1,3,Computer Science,Senior
Olivia Miller,25,2.83,1,67,Computer Science,Graduate
Alex Ramirez,19,3.19,1,95,Business,Junior
David Martin,25,2.34,1,6,Computer Science,Senior
Benjamin Thompson,20,2.58,2,4,Science,Junior
Daniel Perez,18,3.39,1,61,Art,Senior
Laura Miller,25,3.0,0,54,Art,Sophomore
Matthew Hernandez,22,3.85,2,16,Biology,Sophomore
Isabella Lopez,24,3.23,1,48,Engineering,Sophomore
Jane Thompson,25,2.63,3,111,Computer Science,Sophomore
Joseph Perez,25,2.09,1,51,Art,Freshman
Sarah Taylor,18,3.71,3,68,Mathematics,Junior
Amelia Moore,25,2.27,1,7,History,Senior
Andrew Sanchez,25,2.31,3,75,Psychology,Senior
Ethan Miller,25,2.12,1,43,Psychology,Junior
Sarah Harris,22,2.73,3,82,Computer Science,Junior
Olivia Martinez,24,2.41,2,8,Economics,Senior
John Hernandez,19,3.31,3,87,Economics,Graduate
Elijah Brown,23,2.63,0,35,Literature,Freshman
David Thompson,19,3.01,0,87,Biology,Junior
Alex Martinez,24,2.93,0,119,Physics,Graduate
Laura Rodriguez,25,2.72,1,115,Computer Science,Freshman
Amelia Wilson,23,2.92,3,18,Sociology,Freshman
Evelyn Johnson,19,2.17,1,100,Physics,Freshman
Abigail Moore,21,2.1,3,52,Art,Sophomore
Michael Sanchez,25,2.84,0,15,Philosophy,Senior
Harper White,24,2.59,1,16,Business,Junior
Elijah Garcia,19,3.46,2,42,Biology,Junior
Chris Garcia,21,2.04,1,21,Literature,Sophomore
Daniel Lopez,23,2.9,0,56,History,Sophomore
Emma Taylor,19,2.66,2,43,Science,Graduate
Sarah Davis,21,2.96,0,49,Philosophy,Freshman
Lucas Sanchez,22,3.81,2,29,Physics,Junior
Evelyn Ramirez,22,3.68,1,90,Computer Science,Freshman
Isabella Harris,18,2.13,1,23,Business,Freshman
Benjamin Gonzalez,23,3.09,2,64,History,Graduate
Abigail Rodriguez,21,3.28,2,22,Mathematics,Senior
Charlotte Clark,23,2.09,1,76,Psychology,Junior
James Lopez,25,3.72,2,72,Philosophy,Senior
Katie Ramirez,21,2.25,0,48,Engineering,Sophomore
Joseph Taylor,18,2.88,2,79,Biology,Senior
Emma Rodriguez,22,2.01,1,5,Mathematics,Junior
Evelyn Lewis,25,3.49,3,38,Engineering,Graduate
James Thompson,22,3.67,1,101,Biology,Senior
Joseph Thomas,20,2.18,1,109,Art,Junior
Abigail Robinson,20,3.39,0,109,Sociology,Sophomore
Sarah Taylor,25,3.21,3,60,Physics,Freshman
Samuel Harris,20,2.8,3,62,Engineering,Sophomore
Joseph Davis,23,3.43,3,63,Computer Science,Freshman
Olivia Clark,24,2.1,3,59,Literature,Junior
Emily Anderson,20,3.53,1,85,Science,Senior
Joseph Jones,23,3.07,3,20,Psychology,Graduate
Chris Lewis,21,2.01,2,108,Art,Graduate
Abigail Martin,21,3.6,2,53,Philosophy,Junior
Amelia Johnson,22,3.91,3,43,Physics,Sophomore
Abigail Anderson,21,2.88,1,120,Engineering,Senior
Samuel Robinson,22,3.56,3,78,Chemistry,Freshman
Laura Martinez,25,3.19,2,60,History,Senior
Sophia Davis,25,3.2,2,94,Economics,Sophomore
Benjamin Gonzalez,21,2.07,0,29,Physics,Junior
Mia Martinez,22,3.06,1,49,Business,Freshman
Harper Sanchez,23,2.31,1,46,Biology,Sophomore
Benjamin White,25,3.03,1,69,Philosophy,Junior
David Garcia,23,2.98,2,100,Sociology,Graduate
Laura Hernandez,20,2.5,2,18,Physics,Graduate
David Clark,20,3.33,0,0,Economics,Junior
Joseph Taylor,20,3.84,1,56,Computer Science,Graduate
Harper Jackson,18,3.33,0,74,Physics,Graduate
Chris Smith,22,2.45,2,24,Science,Graduate
Olivia Wilson,19,2.23,1,61,Mathematics,Junior
Amelia Lopez,19,2.68,2,105,Chemistry,Junior
Emily Johnson,21,2.64,2,58,Psychology,Graduate
Amelia Thompson,24,3.87,0,2,Mathematics,Senior
John Hernandez,25,2.61,2,72,Sociology,Graduate
Katie Ramirez,21,3.46,2,78,Literature,Senior
Emily Gonzalez,20,2.59,2,98,Engineering,Graduate
Laura Martinez,18,2.4,0,30,Economics,Junior
Matthew Jackson,18,2.6,3,30,Psychology,Junior
Amelia Lopez,22,3.07,2,120,Mathematics,Senior
Jane Moore,21,3.3,1,96,Computer Science,Graduate
Abigail Perez,25,2.25,3,48,Science,Freshman
Isabella Davis,18,3.92,0,98,Computer Science,Senior
Sophia Gonzalez,22,3.07,0,50,Sociology,Senior
Mia Williams,22,2.39,3,50,History,Freshman
Joseph Jones,24,3.28,3,12,Literature,Freshman
Abigail Anderson,24,3.85,1,31,Mathematics,Senior
Mia White,20,3.27,2,105,History,Graduate
Emily Clark,20,3.93,3,71,Biology,Graduate
Sophia Jones,18,3.63,0,112,Psychology,Sophomore
Joseph Wilson,22,2.75,1,35,Science,Sophomore
Mia Davis,23,2.47,1,20,Computer Science,Junior
Michael Sanchez,18,3.87,1,67,History,Freshman
Olivia Brown,20,2.44,2,16,Computer Science,Sophomore
Katie Miller,19,2.62,2,82,Philosophy,Senior
Abigail White,19,2.71,0,3,Science,Graduate
Jane Lee,21,2.1,0,117,Computer Science,Senior
Sophia Taylor,24,3.68,0,41,Science,Senior
Matthew Gonzalez,19,3.54,1,112,Literature,Graduate
Amelia Lewis,18,2.51,0,109,Chemistry,Freshman
Elijah Smith,24,3.23,3,27,History,Senior
Mia Martinez,22,3.48,1,97,Art,Sophomore
