Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Eliana DeFreitas,Penn High School,Full Time,High School,Hispanic,11,176,180,97%,98%,9,6,10,Gold/Black,No,09/25/2025,427415,Junior,Kaden Wilson,219-555-8607,Ms. Johnson,johson@example.com,Mr. White,blue@example.com
Keaton Davis,Penn High School,Full Time,High School,Asian,9,161,180,81%,96%,5,7,10,Gold/Black,Yes,09/25/2025,646026,Freshman,Lisa Jones,219-555-1947,Mr. Brown,brown@example.com,Mr. White,black@example.com
Eliana Foster,Penn High School,Full Time,High School,Other,18,163,180,80%,87%,7,7,10,Gold/Black,Yes,09/25/2025,208476,Sophomore,Van Garcia,219-555-5591,Mr. Smith,jones@example.com,Mr. Blue,white@example.com
Mac Johnson,Penn High School,Full Time,High School,Hispanic,14,170,180,82%,81%,0,8,10,Gold/Black,No,09/25/2025,956544,Victory Lap,Ben Garcia,219-555-6128,Mrs. Williams,brown@example.com,Ms. Red,black@example.com
Emma Smith,Penn High School,Full Time,High School,Hispanic,16,176,180,81%,98%,3,5,10,Gold/Black,Yes,09/25/2025,930937,Junior,Keaton Smith,219-555-4820,Ms. Johnson,jones@example.com,Mrs. Black,white@example.com
Emma Miller,Penn High School,Full Time,High School,Hispanic,19,167,180,98%,83%,5,2,10,Gold/Black,No,09/25/2025,172353,Victory Lap,Jill Moore,219-555-8522,Mrs. Williams,jones@example.com,Ms. Red,green@example.com
Benedict Fogarty,Penn High School,Full Time,High School,Hispanic,16,179,180,90%,81%,0,6,10,Gold/Black,No,09/25/2025,167919,Freshman,Rachel Johnson,219-555-5811,Mr. Brown,williams@example.com,Mrs. Black,black@example.com
Ben Smith,Penn High School,Full Time,High School,White,17,168,180,85%,90%,6,4,10,Gold/Black,Yes,09/25/2025,437332,Senior,Eliana Wilson,219-555-6621,Ms. Jones,williams@example.com,Ms. Red,white@example.com
Keaton DeFreitas,Penn High School,Full Time,High School,Hispanic,0,159,180,83%,83%,8,7,10,Gold/Black,No,09/25/2025,863422,Junior,Lucian Garcia,219-555-3740,Ms. Jones,johson@example.com,Mr. White,blue@example.com
Jill Willaims,Penn High School,Full Time,High School,White,1,176,180,81%,92%,6,9,10,Gold/Black,No,09/25/2025,953849,Junior,Jill Foster,219-555-2953,Ms. Jones,brown@example.com,Mr. Blue,red@example.com
Ben Wilson,Penn High School,Full Time,High School,White,4,157,180,82%,99%,6,7,10,Gold/Black,No,09/25/2025,256032,Victory Lap,Katerina Fogarty,219-555-3959,Mr. Brown,smith@example.com,Mr. Blue,blue@example.com
Kaden Willaims,Penn High School,Full Time,High School,White,0,173,180,82%,82%,2,7,10,Gold/Black,Yes,09/25/2025,594862,Senior,Benedict Smith,219-555-8713,Mr. Brown,jones@example.com,Mr. White,blue@example.com
Keaton Anderson,Penn High School,Full Time,High School,Other,8,173,180,92%,83%,9,2,10,Gold/Black,No,09/25/2025,803844,Sophomore,Roman Fogarty,219-555-7623,Mr. Brown,smith@example.com,Mrs. Black,red@example.com
Emma Jones,Penn High School,Full Time,High School,Other,15,159,180,89%,91%,3,4,10,Gold/Black,No,09/25/2025,553136,Sophomore,Joe Brown,219-555-6503,Mr. Brown,smith@example.com,Mrs. Black,green@example.com
Elijah DeFreitas,Penn High School,Full Time,High School,Other,14,155,180,87%,84%,0,9,10,Gold/Black,No,09/25/2025,674876,Junior,Keaton DeFreitas,219-555-1959,Mrs. Williams,jones@example.com,Ms. Red,red@example.com
Emmy Jones,Penn High School,Full Time,High School,Hispanic,16,155,180,88%,88%,3,1,10,Gold/Black,Yes,09/25/2025,426822,Freshman,Joe Smith,219-555-5670,Mr. Smith,smith@example.com,Ms. Red,white@example.com
Alexis Anderson,Penn High School,Full Time,High School,Hispanic,6,152,180,86%,86%,2,5,10,Gold/Black,No,09/25/2025,408222,Junior,Katerina Johnson,219-555-6438,Ms. Jones,johson@example.com,Mr. Blue,red@example.com
Ben Garcia,Penn High School,Full Time,High School,White,12,160,180,87%,80%,0,7,10,Gold/Black,Yes,09/25/2025,185021,Senior,Eliana Miller,219-555-1162,Ms. Jones,williams@example.com,Mrs. Black,blue@example.com
Aiden Moore,Penn High School,Full Time,High School,White,0,150,180,80%,95%,8,9,10,Gold/Black,No,09/25/2025,317260,Senior,Danielle Anderson,219-555-9867,Mr. Smith,johson@example.com,Ms. Red,red@example.com
Ben Johnson,Penn High School,Full Time,High School,Black,1,156,180,83%,98%,2,9,10,Gold/Black,No,09/25/2025,262169,Senior,Noah Garcia,219-555-3261,Mrs. Williams,brown@example.com,Ms. Green,white@example.com
Lucian Johnson,Penn High School,Full Time,High School,Hispanic,6,166,180,96%,90%,0,1,10,Gold/Black,No,09/25/2025,127865,Freshman,Aiden Garcia,219-555-1565,Mr. Brown,brown@example.com,Ms. Green,white@example.com
Katerina Smith,Penn High School,Full Time,High School,Other,17,167,180,92%,86%,4,5,10,Gold/Black,Yes,09/25/2025,512472,Freshman,Van Manukyan,219-555-4312,Mr. Smith,smith@example.com,Ms. Red,red@example.com
Emma Brown,Penn High School,Full Time,High School,Other,8,166,180,80%,96%,1,9,10,Gold/Black,Yes,09/25/2025,674347,Freshman,Jane Moore,219-555-3551,Mrs. Williams,jones@example.com,Mrs. Black,blue@example.com
Alexis Miller,Penn High School,Full Time,High School,White,19,165,180,92%,92%,9,8,10,Gold/Black,No,09/25/2025,210494,Sophomore,Emma Fogarty,219-555-1838,Mrs. Williams,johson@example.com,Mr. Blue,green@example.com
Van Foster,Penn High School,Full Time,High School,Black,18,175,180,82%,81%,7,1,10,Gold/Black,Yes,09/25/2025,492452,Sophomore,Lisa Jones,219-555-8747,Ms. Jones,williams@example.com,Ms. Red,white@example.com
Lucian Davis,Penn High School,Full Time,High School,Asian,3,152,180,90%,97%,2,1,10,Gold/Black,No,09/25/2025,618707,Sophomore,Aiden Jones,219-555-7892,Mr. Brown,smith@example.com,Ms. Red,black@example.com
Ben Moore,Penn High School,Full Time,High School,Black,19,166,180,82%,82%,5,0,10,Gold/Black,Yes,09/25/2025,577064,Victory Lap,Ben Davis,219-555-4828,Ms. Johnson,smith@example.com,Mr. Blue,black@example.com
Andrew Brown,Penn High School,Full Time,High School,White,7,169,180,91%,81%,9,1,10,Gold/Black,No,09/25/2025,551142,Victory Lap,Lisa Johnson,219-555-5279,Mr. Brown,smith@example.com,Ms. Green,blue@example.com
Jill Johnson,Penn High School,Full Time,High School,Asian,8,163,180,94%,89%,6,5,10,Gold/Black,No,09/25/2025,609445,Senior,Mac Johnson,219-555-9871,Mr. Brown,jones@example.com,Mr. Blue,red@example.com
Lisa Moore,Penn High School,Full Time,High School,Black,18,165,180,93%,98%,4,7,10,Gold/Black,Yes,09/25/2025,339143,Sophomore,Kyan DeFreitas,219-555-4201,Ms. Johnson,brown@example.com,Mr. White,white@example.com
Katerina Smith,Penn High School,Full Time,High School,White,0,174,180,82%,98%,3,7,10,Gold/Black,Yes,09/25/2025,183337,Senior,Noah Davis,219-555-8325,Mr. Smith,smith@example.com,Mrs. Black,black@example.com
Elijah Anderson,Penn High School,Full Time,High School,Other,12,175,180,94%,86%,0,5,10,Gold/Black,No,09/25/2025,169288,Sophomore,Alexis Moore,219-555-3284,Ms. Johnson,brown@example.com,Ms. Red,green@example.com
Van DeFreitas,Penn High School,Full Time,High School,Asian,9,175,180,97%,83%,7,8,10,Gold/Black,No,09/25/2025,208157,Junior,Benedict Johnson,219-555-4891,Mrs. Williams,williams@example.com,Ms. Red,black@example.com
Kyan Brown,Penn High School,Full Time,High School,Asian,15,171,180,89%,82%,0,8,10,Gold/Black,Yes,09/25/2025,888841,Sophomore,Van Brown,219-555-8414,Mr. Smith,brown@example.com,Ms. Green,blue@example.com
Marge Brown,Penn High School,Full Time,High School,Other,10,152,180,81%,86%,0,8,10,Gold/Black,Yes,09/25/2025,116475,Freshman,Andrew Fogarty,219-555-3043,Ms. Johnson,smith@example.com,Mr. White,blue@example.com
Jill Foster,Penn High School,Full Time,High School,Asian,18,150,180,82%,81%,2,0,10,Gold/Black,No,09/25/2025,495306,Victory Lap,Eliana Moore,219-555-9615,Mrs. Williams,smith@example.com,Mrs. Black,blue@example.com
Danielle Fogarty,Penn High School,Full Time,High School,White,7,173,180,81%,86%,7,1,10,Gold/Black,Yes,09/25/2025,361257,Sophomore,Emmy Anderson,219-555-3342,Mr. Smith,brown@example.com,Mrs. Black,black@example.com
Kyan Smith,Penn High School,Full Time,High School,White,17,150,180,81%,90%,7,5,10,Gold/Black,Yes,09/25/2025,219444,Senior,Kyan Willaims,219-555-5020,Mr. Brown,johson@example.com,Mr. Blue,white@example.com
Kaden Willaims,Penn High School,Full Time,High School,Black,11,166,180,94%,92%,8,6,10,Gold/Black,Yes,09/25/2025,546619,Senior,Emma Jones,219-555-3078,Mrs. Williams,smith@example.com,Ms. Red,green@example.com
Andrew Willaims,Penn High School,Full Time,High School,Hispanic,9,176,180,95%,97%,8,0,10,Gold/Black,No,09/25/2025,823634,Freshman,Van Smith,219-555-5472,Mr. Brown,jones@example.com,Mr. Blue,black@example.com
Ben Manukyan,Penn High School,Full Time,High School,Asian,12,163,180,93%,80%,4,7,10,Gold/Black,No,09/25/2025,387239,Victory Lap,Ben Foster,219-555-2112,Mr. Smith,johson@example.com,Mr. Blue,green@example.com
Marge Moore,Penn High School,Full Time,High School,Hispanic,17,177,180,90%,84%,3,2,10,Gold/Black,Yes,09/25/2025,736304,Senior,Elijah Miller,219-555-2419,Ms. Jones,jones@example.com,Ms. Red,black@example.com
Elijah Garcia,Penn High School,Full Time,High School,Black,17,165,180,95%,91%,5,6,10,Gold/Black,Yes,09/25/2025,906541,Freshman,Rachel Davis,219-555-2985,Mrs. Williams,williams@example.com,Mrs. Black,white@example.com
Emma Anderson,Penn High School,Full Time,High School,White,5,153,180,99%,90%,6,6,10,Gold/Black,Yes,09/25/2025,420355,Freshman,Ben Willaims,219-555-7298,Mrs. Williams,brown@example.com,Mr. Blue,green@example.com
Noah Foster,Penn High School,Full Time,High School,Black,5,177,180,88%,92%,6,9,10,Gold/Black,No,09/25/2025,992707,Senior,Roman Wilson,219-555-4600,Ms. Jones,smith@example.com,Ms. Green,red@example.com
Van Wilson,Penn High School,Full Time,High School,Asian,8,152,180,85%,88%,4,1,10,Gold/Black,Yes,09/25/2025,873838,Senior,Lisa Manukyan,219-555-8657,Mr. Smith,jones@example.com,Ms. Green,white@example.com
Emmy Foster,Penn High School,Full Time,High School,Other,14,172,180,88%,86%,9,1,10,Gold/Black,No,09/25/2025,122792,Sophomore,Jill Manukyan,219-555-3674,Mrs. Williams,jones@example.com,Mr. Blue,white@example.com
Andrew Anderson,Penn High School,Full Time,High School,Other,2,160,180,96%,93%,7,2,10,Gold/Black,No,09/25/2025,376952,Sophomore,Kyan Willaims,219-555-1839,Mr. Smith,brown@example.com,Mr. White,red@example.com
Aiden Anderson,Penn High School,Full Time,High School,Hispanic,0,155,180,86%,86%,1,3,10,Gold/Black,Yes,09/25/2025,999161,Freshman,Benedict Anderson,219-555-5134,Ms. Jones,jones@example.com,Mr. White,red@example.com
Katerina Fogarty,Penn High School,Full Time,High School,White,2,172,180,92%,95%,1,3,10,Gold/Black,Yes,09/25/2025,657400,Freshman,Katerina DeFreitas,219-555-8399,Mr. Brown,brown@example.com,Ms. Green,blue@example.com
Van Willaims,Penn High School,Full Time,High School,Black,15,166,180,90%,92%,9,4,10,Gold/Black,No,09/25/2025,576817,Freshman,Aiden Johnson,219-555-1275,Mr. Brown,smith@example.com,Mrs. Black,blue@example.com
Emmy Brown,Penn High School,Full Time,High School,Black,7,176,180,87%,95%,0,5,10,Gold/Black,No,09/25/2025,578518,Sophomore,Kyan Smith,219-555-5671,Mr. Brown,williams@example.com,Mr. White,black@example.com
Noah Miller,Penn High School,Full Time,High School,Asian,6,161,180,97%,94%,1,9,10,Gold/Black,Yes,09/25/2025,416055,Junior,Marge DeFreitas,219-555-8036,Mr. Brown,brown@example.com,Ms. Red,green@example.com
Mac Manukyan,Penn High School,Full Time,High School,Other,4,155,180,82%,94%,0,5,10,Gold/Black,No,09/25/2025,266284,Senior,Danielle Brown,219-555-4650,Ms. Jones,johson@example.com,Ms. Red,blue@example.com
Lisa Manukyan,Penn High School,Full Time,High School,Hispanic,7,157,180,95%,85%,3,1,10,Gold/Black,Yes,09/25/2025,743921,Freshman,Emmy Moore,219-555-5688,Mr. Smith,williams@example.com,Ms. Green,black@example.com
Ben Miller,Penn High School,Full Time,High School,Other,17,154,180,97%,99%,2,6,10,Gold/Black,Yes,09/25/2025,257252,Freshman,Alexis Miller,219-555-4997,Ms. Jones,johson@example.com,Mr. Blue,green@example.com
Elijah Fogarty,Penn High School,Full Time,High School,White,14,179,180,91%,95%,9,1,10,Gold/Black,No,09/25/2025,510783,Victory Lap,Benedict Johnson,219-555-7603,Mr. Smith,smith@example.com,Mr. White,green@example.com
Rachel Brown,Penn High School,Full Time,High School,Black,12,168,180,88%,95%,3,4,10,Gold/Black,Yes,09/25/2025,270589,Sophomore,Benedict Willaims,219-555-7034,Mrs. Williams,jones@example.com,Mrs. Black,white@example.com
Emma Miller,Penn High School,Full Time,High School,Black,5,171,180,94%,93%,3,7,10,Gold/Black,No,09/25/2025,757165,Senior,Noah Foster,219-555-6760,Mr. Smith,brown@example.com,Mrs. Black,blue@example.com
Alexis Fogarty,Penn High School,Full Time,High School,Other,14,168,180,95%,86%,8,7,10,Gold/Black,No,09/25/2025,829992,Junior,Ben Wilson,219-555-2670,Ms. Johnson,jones@example.com,Mr. White,green@example.com
Eliana Foster,Penn High School,Full Time,High School,Asian,4,173,180,88%,98%,2,0,10,Gold/Black,Yes,09/25/2025,319210,Victory Lap,Van Garcia,219-555-4122,Ms. Jones,jones@example.com,Ms. Red,white@example.com
Van Fogarty,Penn High School,Full Time,High School,Hispanic,6,155,180,84%,81%,9,0,10,Gold/Black,Yes,09/25/2025,299164,Sophomore,Katerina DeFreitas,219-555-8694,Mr. Smith,williams@example.com,Mr. White,white@example.com
Emmy Jones,Penn High School,Full Time,High School,Hispanic,11,171,180,98%,81%,3,7,10,Gold/Black,Yes,09/25/2025,938893,Junior,Van Wilson,219-555-4170,Ms. Johnson,smith@example.com,Mr. Blue,red@example.com
Joe Moore,Penn High School,Full Time,High School,Hispanic,6,156,180,90%,85%,3,0,10,Gold/Black,No,09/25/2025,921015,Sophomore,Kyan Davis,219-555-7573,Mr. Brown,brown@example.com,Mr. White,red@example.com
Noah Foster,Penn High School,Full Time,High School,Hispanic,6,174,180,81%,97%,3,9,10,Gold/Black,No,09/25/2025,733563,Victory Lap,Jill Fogarty,219-555-9739,Ms. Johnson,williams@example.com,Ms. Red,green@example.com
Andrew Miller,Penn High School,Full Time,High School,Hispanic,13,178,180,90%,95%,2,8,10,Gold/Black,No,09/25/2025,496336,Sophomore,Eliana Brown,219-555-6495,Ms. Jones,smith@example.com,Ms. Red,white@example.com
Emma Willaims,Penn High School,Full Time,High School,Black,17,151,180,98%,96%,5,8,10,Gold/Black,Yes,09/25/2025,271222,Freshman,Joe Fogarty,219-555-4194,Mr. Smith,brown@example.com,Ms. Red,black@example.com
Marge Foster,Penn High School,Full Time,High School,Other,6,151,180,97%,83%,9,8,10,Gold/Black,Yes,09/25/2025,515007,Sophomore,Aiden Willaims,219-555-8103,Ms. Johnson,smith@example.com,Mr. Blue,black@example.com
Elijah Foster,Penn High School,Full Time,High School,White,0,167,180,91%,94%,7,3,10,Gold/Black,No,09/25/2025,453336,Victory Lap,Keaton DeFreitas,219-555-3088,Mr. Brown,brown@example.com,Ms. Red,green@example.com
Mac Wilson,Penn High School,Full Time,High School,Other,1,170,180,81%,87%,0,0,10,Gold/Black,No,09/25/2025,399568,Victory Lap,Emmy Fogarty,219-555-3575,Mrs. Williams,brown@example.com,Mr. Blue,red@example.com
Andrew Fogarty,Penn High School,Full Time,High School,Hispanic,4,161,180,99%,81%,8,1,10,Gold/Black,Yes,09/25/2025,968267,Victory Lap,Andrew Wilson,219-555-4044,Mrs. Williams,smith@example.com,Mr. White,green@example.com
Emmy Brown,Penn High School,Full Time,High School,Asian,19,175,180,97%,94%,4,6,10,Gold/Black,Yes,09/25/2025,478405,Junior,Roman Garcia,219-555-3356,Ms. Johnson,williams@example.com,Ms. Red,white@example.com
Jill Willaims,Penn High School,Full Time,High School,Black,8,171,180,90%,96%,6,8,10,Gold/Black,Yes,09/25/2025,624603,Junior,Emma Fogarty,219-555-3056,Mr. Brown,brown@example.com,Mr. Blue,blue@example.com
Kaden Moore,Penn High School,Full Time,High School,Asian,2,170,180,90%,99%,7,1,10,Gold/Black,No,09/25/2025,180703,Sophomore,Joe Miller,219-555-1243,Mrs. Williams,brown@example.com,Mr. White,blue@example.com
Joe Moore,Penn High School,Full Time,High School,Asian,16,166,180,83%,86%,1,5,10,Gold/Black,Yes,09/25/2025,100808,Victory Lap,Keaton Brown,219-555-7284,Ms. Jones,brown@example.com,Ms. Red,green@example.com
Ben Wilson,Penn High School,Full Time,High School,Hispanic,6,176,180,99%,89%,6,4,10,Gold/Black,Yes,09/25/2025,605338,Senior,Ben Smith,219-555-7218,Mrs. Williams,johson@example.com,Mrs. Black,blue@example.com
Emmy Brown,Penn High School,Full Time,High School,Hispanic,17,176,180,85%,89%,1,7,10,Gold/Black,Yes,09/25/2025,611760,Junior,Noah Wilson,219-555-9475,Mr. Smith,brown@example.com,Mr. Blue,black@example.com
Kaden Manukyan,Penn High School,Full Time,High School,Hispanic,7,167,180,95%,87%,3,1,10,Gold/Black,No,09/25/2025,143634,Junior,Noah Smith,219-555-9795,Ms. Johnson,johson@example.com,Ms. Green,white@example.com
Mac Garcia,Penn High School,Full Time,High School,Hispanic,11,169,180,83%,97%,1,4,10,Gold/Black,No,09/25/2025,663154,Freshman,Emma Davis,219-555-1365,Ms. Johnson,brown@example.com,Mrs. Black,green@example.com
Van Foster,Penn High School,Full Time,High School,Black,12,157,180,97%,85%,0,0,10,Gold/Black,Yes,09/25/2025,415000,Sophomore,Noah Garcia,219-555-7851,Mr. Smith,jones@example.com,Mr. Blue,blue@example.com
Danielle Willaims,Penn High School,Full Time,High School,Other,11,179,180,81%,85%,6,0,10,Gold/Black,No,09/25/2025,914766,Sophomore,Elijah DeFreitas,219-555-3865,Mr. Smith,brown@example.com,Mr. White,white@example.com
Joe Garcia,Penn High School,Full Time,High School,Black,16,153,180,89%,84%,4,2,10,Gold/Black,No,09/25/2025,717922,Senior,Benedict DeFreitas,219-555-2918,Ms. Jones,jones@example.com,Mr. White,red@example.com
Rachel Wilson,Penn High School,Full Time,High School,Black,13,157,180,96%,98%,5,7,10,Gold/Black,Yes,09/25/2025,622777,Senior,Elijah Wilson,219-555-7018,Mrs. Williams,brown@example.com,Mr. Blue,blue@example.com
Lisa Smith,Penn High School,Full Time,High School,Hispanic,6,169,180,83%,87%,4,3,10,Gold/Black,Yes,09/25/2025,563415,Junior,Kyan Moore,219-555-4227,Ms. Johnson,smith@example.com,Mr. White,blue@example.com
Aiden Moore,Penn High School,Full Time,High School,Hispanic,7,172,180,85%,84%,9,3,10,Gold/Black,No,09/25/2025,739696,Senior,Aiden Jones,219-555-1560,Mrs. Williams,brown@example.com,Mr. White,white@example.com
Andrew Manukyan,Penn High School,Full Time,High School,White,5,157,180,84%,87%,0,1,10,Gold/Black,Yes,09/25/2025,220477,Victory Lap,Andrew DeFreitas,219-555-3833,Ms. Jones,brown@example.com,Mr. White,black@example.com
Marge Brown,Penn High School,Full Time,High School,Asian,2,161,180,98%,98%,0,0,10,Gold/Black,Yes,09/25/2025,717315,Freshman,Kyan Brown,219-555-4666,Mr. Brown,smith@example.com,Mr. Blue,white@example.com
Marge DeFreitas,Penn High School,Full Time,High School,White,8,159,180,91%,89%,3,5,10,Gold/Black,No,09/25/2025,750387,Sophomore,Andrew Anderson,219-555-2883,Mr. Brown,johson@example.com,Ms. Red,red@example.com
Jill Johnson,Penn High School,Full Time,High School,Other,15,174,180,93%,97%,7,5,10,Gold/Black,No,09/25/2025,488353,Junior,Benedict Miller,219-555-1386,Mr. Smith,brown@example.com,Mrs. Black,red@example.com
Mac Jones,Penn High School,Full Time,High School,Other,11,151,180,89%,99%,4,7,10,Gold/Black,Yes,09/25/2025,659323,Victory Lap,Benedict Brown,219-555-7217,Mr. Smith,williams@example.com,Mr. Blue,white@example.com
Noah Fogarty,Penn High School,Full Time,High School,White,9,165,180,95%,99%,6,9,10,Gold/Black,Yes,09/25/2025,606294,Freshman,Benedict Miller,219-555-2977,Ms. Jones,williams@example.com,Mrs. Black,white@example.com
Lucian Wilson,Penn High School,Full Time,High School,Black,0,163,180,95%,92%,8,7,10,Gold/Black,No,09/25/2025,562615,Junior,Emmy Johnson,219-555-9759,Ms. Johnson,williams@example.com,Mr. White,black@example.com
Van Miller,Penn High School,Full Time,High School,Hispanic,11,150,180,95%,87%,5,8,10,Gold/Black,No,09/25/2025,850145,Victory Lap,Ben Johnson,219-555-5578,Mr. Brown,williams@example.com,Mr. White,red@example.com
Marge Manukyan,Penn High School,Full Time,High School,Other,17,158,180,92%,87%,9,9,10,Gold/Black,No,09/25/2025,649021,Freshman,Noah Fogarty,219-555-5927,Ms. Johnson,williams@example.com,Mr. Blue,red@example.com
Jill Manukyan,Penn High School,Full Time,High School,Other,1,171,180,83%,88%,7,0,10,Gold/Black,Yes,09/25/2025,754193,Victory Lap,Jill Foster,219-555-3498,Ms. Jones,johson@example.com,Ms. Green,black@example.com
Jill Davis,Penn High School,Full Time,High School,Asian,0,156,180,88%,81%,5,1,10,Gold/Black,No,09/25/2025,741623,Sophomore,Eliana Fogarty,219-555-3312,Mrs. Williams,brown@example.com,Ms. Red,red@example.com
Van Davis,Penn High School,Full Time,High School,White,6,157,180,99%,86%,0,1,10,Gold/Black,Yes,09/25/2025,963976,Senior,Emma Foster,219-555-6153,Mr. Smith,johson@example.com,Mrs. Black,blue@example.com
Kaden Smith,Penn High School,Full Time,High School,Hispanic,11,159,180,84%,81%,4,5,10,Gold/Black,Yes,09/25/2025,663435,Freshman,Noah Davis,219-555-4560,Mrs. Williams,williams@example.com,Ms. Red,black@example.com
Lucian Johnson,Penn High School,Full Time,High School,White,15,155,180,97%,83%,9,5,10,Gold/Black,No,09/25/2025,325414,Junior,Noah Garcia,219-555-8941,Mr. Smith,johson@example.com,Mr. Blue,black@example.com
Alexis Jones,Penn High School,Full Time,High School,Black,10,175,180,82%,85%,4,0,10,Gold/Black,No,09/25/2025,298398,Senior,Van Wilson,219-555-8015,Ms. Johnson,williams@example.com,Ms. Green,green@example.com
Roman Smith,Penn High School,Full Time,High School,Black,12,159,180,98%,82%,7,9,10,Gold/Black,Yes,09/25/2025,653313,Sophomore,Jane Garcia,219-555-4191,Mr. Brown,smith@example.com,Mrs. Black,white@example.com
Keaton Miller,Penn High School,Full Time,High School,White,10,171,180,98%,83%,3,8,10,Gold/Black,Yes,09/25/2025,614835,Senior,Lucian Manukyan,219-555-6392,Mr. Smith,williams@example.com,Ms. Red,red@example.com
Katerina Brown,Penn High School,Full Time,High School,White,11,167,180,80%,84%,4,9,10,Gold/Black,Yes,09/25/2025,422365,Sophomore,Lisa Garcia,219-555-3353,Ms. Jones,brown@example.com,Mrs. Black,blue@example.com
Noah Garcia,Penn High School,Full Time,High School,Other,10,159,180,97%,99%,0,9,10,Gold/Black,Yes,09/25/2025,685750,Freshman,Aiden Anderson,219-555-1193,Mrs. Williams,jones@example.com,Ms. Green,red@example.com
Rachel Foster,Penn High School,Full Time,High School,Other,15,156,180,96%,99%,9,8,10,Gold/Black,No,09/25/2025,915618,Sophomore,Alexis Willaims,219-555-6039,Mrs. Williams,jones@example.com,Ms. Green,blue@example.com
Benedict Moore,Penn High School,Full Time,High School,White,9,162,180,91%,80%,7,2,10,Gold/Black,Yes,09/25/2025,909731,Senior,Ben Wilson,219-555-5184,Ms. Johnson,williams@example.com,Mr. White,blue@example.com
Kaden Jones,Penn High School,Full Time,High School,Hispanic,19,173,180,87%,90%,5,8,10,Gold/Black,Yes,09/25/2025,313127,Senior,Lucian Wilson,219-555-9230,Mr. Brown,smith@example.com,Mr. White,red@example.com
Emma Jones,Penn High School,Full Time,High School,Asian,14,176,180,81%,95%,6,6,10,Gold/Black,No,09/25/2025,391178,Sophomore,Benedict Brown,219-555-7000,Mr. Brown,smith@example.com,Ms. Red,green@example.com
Joe DeFreitas,Penn High School,Full Time,High School,Asian,1,158,180,88%,88%,1,7,10,Gold/Black,No,09/25/2025,915561,Sophomore,Benedict DeFreitas,219-555-2862,Mr. Smith,johson@example.com,Ms. Red,green@example.com
Emma Smith,Penn High School,Full Time,High School,Hispanic,6,178,180,81%,82%,9,3,10,Gold/Black,No,09/25/2025,800529,Victory Lap,Danielle DeFreitas,219-555-4878,Ms. Jones,brown@example.com,Ms. Green,white@example.com
Roman Davis,Penn High School,Full Time,High School,Asian,3,172,180,95%,97%,4,9,10,Gold/Black,Yes,09/25/2025,131031,Sophomore,Jill Miller,219-555-4282,Mr. Smith,jones@example.com,Ms. Red,red@example.com
Emmy Moore,Penn High School,Full Time,High School,Other,1,172,180,84%,90%,0,2,10,Gold/Black,No,09/25/2025,229182,Junior,Van Smith,219-555-3299,Ms. Jones,brown@example.com,Mr. Blue,white@example.com
Keaton Anderson,Penn High School,Full Time,High School,Black,5,155,180,89%,87%,0,8,10,Gold/Black,No,09/25/2025,269069,Victory Lap,Kaden DeFreitas,219-555-7563,Mrs. Williams,smith@example.com,Mr. Blue,red@example.com
Benedict Miller,Penn High School,Full Time,High School,Hispanic,12,165,180,92%,88%,6,7,10,Gold/Black,No,09/25/2025,944730,Victory Lap,Elijah Smith,219-555-1384,Ms. Jones,brown@example.com,Mr. Blue,green@example.com
Van Garcia,Penn High School,Full Time,High School,Asian,19,175,180,94%,82%,5,7,10,Gold/Black,No,09/25/2025,241285,Sophomore,Lucian Davis,219-555-8976,Ms. Jones,smith@example.com,Ms. Red,blue@example.com
Ben Anderson,Penn High School,Full Time,High School,Hispanic,11,152,180,95%,82%,6,2,10,Gold/Black,No,09/25/2025,684298,Victory Lap,Jane Moore,219-555-2084,Mr. Smith,brown@example.com,Ms. Green,green@example.com
Aiden Foster,Penn High School,Full Time,High School,White,6,172,180,83%,97%,8,2,10,Gold/Black,Yes,09/25/2025,567476,Sophomore,Aiden Davis,219-555-7883,Ms. Johnson,williams@example.com,Ms. Green,green@example.com
Kaden Jones,Penn High School,Full Time,High School,Hispanic,15,167,180,91%,87%,5,3,10,Gold/Black,No,09/25/2025,208582,Freshman,Roman Johnson,219-555-9383,Ms. Jones,brown@example.com,Ms. Green,green@example.com
Marge Davis,Penn High School,Full Time,High School,Black,19,170,180,83%,93%,1,6,10,Gold/Black,No,09/25/2025,205958,Sophomore,Keaton Smith,219-555-8088,Mrs. Williams,brown@example.com,Ms. Green,red@example.com
Mac Fogarty,Penn High School,Full Time,High School,Hispanic,19,151,180,83%,92%,4,5,10,Gold/Black,Yes,09/25/2025,806790,Freshman,Mac Moore,219-555-3984,Ms. Jones,smith@example.com,Mr. Blue,blue@example.com
Andrew Jones,Penn High School,Full Time,High School,Black,19,154,180,84%,84%,3,0,10,Gold/Black,Yes,09/25/2025,982602,Senior,Eliana Jones,219-555-5296,Mr. Smith,johson@example.com,Mrs. Black,black@example.com
Kyan Johnson,Penn High School,Full Time,High School,White,16,154,180,88%,83%,7,6,10,Gold/Black,Yes,09/25/2025,843030,Sophomore,Jane Johnson,219-555-5887,Mr. Smith,jones@example.com,Ms. Green,green@example.com
