Name,Age,GPA,Credits Completed,Year,Pathway
Roman Miller,17,0.39,55,Junior,Early College
Alexis Smith,14,1.27,1,Freshman,Culinary
Noah Miller,19,0.93,57,Freshman,Construction
Roman Garcia,14,1.84,46,Sophomore,Engineering
Kaden Fogarty,18,1.79,24,Freshman,Engineering
Keaton Anderson,14,3.75,31,Junior,Construction
Jane Jones,18,3.06,9,Freshman,Business
Marge Johnson,17,4.29,24,Freshman,Early Childhood Education
Joe Davis,18,2.62,9,Senior,Marketing
Kaden Anderson,19,0.7,18,Sophomore,Early College
Eliana Manukyan,18,2.68,15,Junior,Marketing
Keaton Fogarty,18,2.71,4,Senior,Construction
Roman Moore,16,2.12,44,Senior,Early Childhood Education
Mac Anderson,18,3.65,39,Senior,Engineering
Emmy Fogarty,16,2.71,47,Senior,Bio Med
Benedict Miller,14,2.85,20,Freshman,Early College
Alexis Moore,17,2.44,6,Junior,Criminal Justice
Aiden Brown,19,1.95,22,Senior,Criminal Justice
Roman Manukyan,14,3.99,20,Sophomore,Construction
Aiden Garcia,14,3.05,27,Senior,Computer Science
Emmy Smith,17,4.3,17,Sophomore,Computer Science
Alexis Davis,16,0.83,18,Senior,Business
Alexis Johnson,14,3.95,4,Junior,Culinary
Mac Fogarty,14,1.91,36,Junior,Engineering
Alexis Smith,14,1.23,16,Victory Lap,Construction
Benedict Miller,14,2.5,9,Senior,Early Childhood Education
Aiden Jones,19,3.26,5,Junior,Culinary
Emmy DeFreitas,16,4.1,22,Junior,Criminal Justice
Jill Anderson,18,0.59,34,Freshman,Culinary
Jane Smith,18,2.87,54,Freshman,Early College
Keaton Foster,19,3.71,19,Junior,Early College
Van Jones,14,2.51,40,Sophomore,Engineering
Kaden Manukyan,16,2.75,1,Victory Lap,Culinary
Roman Brown,15,4.06,19,Senior,Criminal Justice
Ben Garcia,16,0.84,54,Senior,Criminal Justice
Marge Davis,14,2.37,26,Senior,Business
Joe Fogarty,14,0.34,12,Freshman,Early College
Alexis Smith,15,4.28,45,Victory Lap,Early Childhood Education
Benedict Manukyan,15,4.07,41,Senior,Computer Science
Lucian Fogarty,18,1.46,14,Victory Lap,Business
Keaton Brown,14,2.49,48,Sophomore,Early Childhood Education
Roman Manukyan,14,0.42,0,Victory Lap,Early Childhood Education
Lisa Miller,16,2.95,14,Sophomore,Construction
Marge Garcia,16,2.88,2,Sophomore,Bio Med
Alexis Garcia,19,3.29,31,Junior,Criminal Justice
Keaton Manukyan,17,3.81,21,Junior,Culinary
Jill Brown,14,4.19,43,Freshman,Engineering
Keaton Moore,17,1.05,39,Sophomore,Early College
Eliana Willaims,14,2.62,29,Freshman,Engineering
Noah Brown,18,4.24,3,Freshman,Marketing
Roman Manukyan,19,1.58,20,Freshman,Bio Med
Noah Wilson,17,3.13,43,Freshman,Construction
Mac Garcia,16,1.8,47,Victory Lap,Culinary
Emma Wilson,19,0.56,14,Sophomore,Business
Benedict Jones,15,0.56,60,Victory Lap,Early Childhood Education
Emma Jones,18,3.24,56,Sophomore,Construction
Emmy Davis,19,1.9,59,Freshman,Computer Science
Noah Wilson,14,2.5,51,Victory Lap,Criminal Justice
Andrew DeFreitas,18,3.32,60,Senior,Engineering
Lisa Jones,17,0.39,41,Junior,Construction
Andrew Moore,18,2.21,37,Sophomore,Computer Science
Mac Moore,17,1.94,22,Freshman,Construction
Noah Miller,19,2.28,10,Senior,Early Childhood Education
Danielle Brown,19,3.19,36,Junior,Computer Science
Jane Moore,17,3.16,60,Junior,Engineering
Rachel Jones,19,2.42,8,Freshman,Business
Benedict Brown,15,0.8,21,Freshman,Bio Med
Emma Manukyan,17,0.36,59,Victory Lap,Criminal Justice
Keaton Manukyan,15,1.04,49,Junior,Computer Science
Mac Smith,18,3.15,34,Sophomore,Bio Med
Emmy DeFreitas,15,0.59,44,Freshman,Marketing
Lisa DeFreitas,19,1.18,19,Junior,Marketing
Jane Fogarty,16,4.03,4,Sophomore,Criminal Justice
Van Johnson,14,3.98,12,Junior,Engineering
Lisa Anderson,15,0.77,56,Freshman,Engineering
Roman Smith,15,3.02,36,Sophomore,Marketing
Rachel DeFreitas,17,2.9,20,Junior,Construction
Ben Brown,15,4.04,58,Senior,Early Childhood Education
Benedict Davis,14,1.41,9,Freshman,Marketing
Roman Moore,14,0.96,12,Victory Lap,Marketing
Roman Garcia,18,3.92,17,Freshman,Criminal Justice
Roman Fogarty,14,0.46,29,Sophomore,Engineering
Noah Foster,16,3.82,33,Junior,Culinary
Emma Garcia,16,3.36,12,Victory Lap,Computer Science
Danielle Smith,15,4.04,21,Sophomore,Business
Van Moore,16,1.05,60,Sophomore,Bio Med
Andrew Fogarty,15,4.03,12,Senior,Early College
Kaden Wilson,14,3.48,5,Freshman,Bio Med
Elijah DeFreitas,15,2.46,54,Victory Lap,Early College
Alexis Miller,14,0.91,1,Junior,Construction
Lucian Foster,14,1.32,47,Victory Lap,Bio Med
Keaton Miller,19,1.04,45,Senior,Engineering
Emmy Jones,14,0.74,56,Senior,Criminal Justice
Mac Johnson,18,3.93,56,Senior,Marketing
Marge Moore,16,1.2,21,Freshman,Business
Kaden Anderson,18,2.69,4,Junior,Business
Elijah Garcia,18,2.99,45,Sophomore,Early Childhood Education
Eliana DeFreitas,14,0.84,45,Sophomore,Business
Andrew Davis,16,1.92,26,Sophomore,Early College
Joe Miller,16,1.82,22,Freshman,Business
Kaden Fogarty,17,2.12,54,Senior,Culinary
Emmy Brown,15,1.97,30,Sophomore,Criminal Justice
Van Anderson,17,0.62,10,Sophomore,Culinary
Van Wilson,16,3.11,59,Freshman,Construction
Joe Foster,15,2.27,23,Senior,Early Childhood Education
Kyan Foster,18,2.79,34,Senior,Engineering
Andrew Brown,15,2.28,30,Freshman,Bio Med
Emmy Garcia,18,1.21,37,Victory Lap,Business
Emma Manukyan,19,2.56,40,Senior,Business
Andrew Davis,16,3.66,23,Freshman,Criminal Justice
Noah DeFreitas,18,1.99,10,Junior,Marketing
Danielle Jones,17,3.77,13,Junior,Engineering
Emmy Anderson,15,0.41,56,Sophomore,Early Childhood Education
Andrew Brown,17,0.45,15,Freshman,Business
Alexis Brown,15,1.47,40,Sophomore,Criminal Justice
Kaden Fogarty,14,1.52,19,Sophomore,Engineering
Ben Johnson,15,2.92,36,Senior,Early Childhood Education
Kaden Foster,16,1.57,27,Senior,Engineering
Lucian Fogarty,19,1.67,59,Senior,Construction
Jill Foster,17,1.96,26,Senior,Culinary
Aiden Davis,14,1.11,18,Senior,Culinary
Eliana Jones,15,2.7,25,Junior,Marketing
Joe Miller,15,2.06,16,Senior,Engineering
Katerina Fogarty,19,3.48,13,Freshman,Culinary
Eliana Johnson,18,0.91,36,Sophomore,Business
Ben Wilson,18,1.08,12,Sophomore,Engineering
Kaden Foster,16,4.24,20,Junior,Culinary
Rachel Fogarty,16,2.27,14,Junior,Criminal Justice
Andrew Jones,14,4.21,60,Senior,Bio Med
Eliana Johnson,16,2.02,54,Junior,Early College
Aiden Johnson,17,3.41,28,Junior,Bio Med
Joe Davis,15,2.3,14,Sophomore,Early College
Roman DeFreitas,19,2.14,36,Freshman,Bio Med
Ben Miller,19,2.58,14,Sophomore,Marketing
Noah Johnson,19,4.19,51,Freshman,Early Childhood Education
Jane Brown,19,0.74,26,Sophomore,Bio Med
Alexis Jones,18,4.14,6,Victory Lap,Criminal Justice
Van Willaims,17,0.82,35,Senior,Construction
Roman Johnson,19,1.75,25,Sophomore,Marketing
Katerina Fogarty,15,0.99,44,Sophomore,Culinary
Benedict Manukyan,15,3.59,19,Senior,Computer Science
Emma DeFreitas,18,3.8,27,Victory Lap,Construction
Elijah Moore,17,3.31,22,Sophomore,Engineering
Roman Jones,14,0.96,19,Junior,Early Childhood Education
Mac Anderson,15,3.6,44,Sophomore,Bio Med
Kaden Foster,15,2.71,10,Victory Lap,Engineering
Kaden Fogarty,15,1.3,49,Victory Lap,Early Childhood Education
Danielle Willaims,14,1.08,43,Senior,Computer Science
Jane Miller,15,2.2,37,Victory Lap,Criminal Justice
Van Jones,15,2.83,36,Freshman,Criminal Justice
Marge Fogarty,18,4.04,23,Freshman,Marketing
Roman Anderson,18,1.11,25,Senior,Bio Med
Alexis Moore,15,1.16,20,Victory Lap,Culinary
Marge Smith,16,3.34,38,Sophomore,Construction
Aiden Wilson,17,1.07,29,Senior,Early Childhood Education
Mac Fogarty,14,1.02,15,Senior,Computer Science
Noah Moore,18,0.67,12,Victory Lap,Bio Med
Ben Garcia,14,1.06,49,Senior,Early College
Ben Smith,14,2.33,45,Sophomore,Bio Med
Emmy Manukyan,16,1.85,40,Senior,Criminal Justice
Emma Garcia,16,1.87,56,Senior,Criminal Justice
Alexis Anderson,18,1.24,12,Senior,Early Childhood Education
Jane Brown,15,1.52,13,Senior,Marketing
Eliana Brown,16,4.04,40,Junior,Marketing
Van Anderson,15,2.4,36,Freshman,Engineering
Lisa Miller,17,1.05,32,Sophomore,Culinary
Jane Davis,17,1.59,31,Junior,Construction
Emmy Brown,18,3.06,45,Senior,Criminal Justice
Kaden Willaims,14,2.76,40,Junior,Marketing
Jill Johnson,18,1.87,38,Senior,Business
Danielle Brown,15,4.15,4,Freshman,Early Childhood Education
Marge Moore,16,3.7,1,Senior,Marketing
Mac Foster,16,3.04,7,Freshman,Business
Rachel Manukyan,14,0.65,1,Victory Lap,Engineering
Emma Moore,15,3.77,31,Sophomore,Early College
Mac Garcia,15,1.98,44,Sophomore,Early College
Benedict Brown,14,1.12,27,Freshman,Early Childhood Education
Joe Foster,17,3.98,13,Junior,Culinary
Emma Johnson,14,0.95,35,Sophomore,Criminal Justice
Emmy Garcia,15,3.36,35,Junior,Marketing
Emma Anderson,15,1.81,41,Freshman,Engineering
Emma Willaims,17,1.33,39,Sophomore,Computer Science
Kyan Brown,16,0.51,15,Senior,Early Childhood Education
Joe Wilson,14,0.72,12,Sophomore,Culinary
Andrew Jones,19,0.8,15,Victory Lap,Early Childhood Education
Roman Garcia,19,1.04,52,Senior,Business
Roman Manukyan,18,3.77,32,Freshman,Early College
Eliana Foster,18,3.33,34,Freshman,Culinary
Emma Davis,16,3.93,50,Sophomore,Early Childhood Education
Benedict Willaims,19,3.23,13,Freshman,Early College
Kyan Miller,15,3.99,17,Junior,Marketing
Mac Brown,19,4.18,29,Senior,Construction
Lucian Garcia,16,3.22,52,Victory Lap,Criminal Justice
Emmy Manukyan,15,1.9,13,Junior,Computer Science
Van Fogarty,15,3.82,6,Freshman,Engineering
Rachel Moore,14,2.92,35,Senior,Culinary
Keaton Brown,15,1.37,22,Freshman,Computer Science
Aiden Foster,14,3.23,23,Junior,Bio Med
Lucian DeFreitas,15,3.36,56,Sophomore,Criminal Justice
Kaden Miller,14,1.07,59,Victory Lap,Bio Med
Rachel Miller,19,1.81,14,Senior,Business
Danielle Manukyan,17,0.91,28,Freshman,Engineering
Joe Davis,17,3.03,1,Freshman,Culinary
Mac Garcia,19,1.07,45,Junior,Business
Keaton Jones,15,2.99,0,Victory Lap,Construction
Emmy Jones,18,3.74,39,Freshman,Marketing
Lisa Smith,19,2.61,37,Senior,Early Childhood Education
Eliana Brown,16,3.22,37,Senior,Early Childhood Education
Marge Johnson,14,1.31,21,Junior,Marketing
Jane Jones,15,3.69,1,Victory Lap,Marketing
Andrew DeFreitas,15,3.86,41,Sophomore,Culinary
Aiden Anderson,14,1.9,53,Junior,Culinary
Alexis Miller,16,1.18,19,Sophomore,Culinary
Marge Miller,17,1.83,60,Junior,Criminal Justice
Danielle Johnson,18,3.51,7,Senior,Early College
Joe DeFreitas,18,3.93,55,Victory Lap,Early College
Marge Miller,15,1.94,46,Victory Lap,Early Childhood Education
Jane Manukyan,16,1.59,45,Senior,Engineering
Kyan Garcia,16,0.41,38,Victory Lap,Computer Science
Lisa Smith,18,1.69,1,Junior,Marketing
Roman Davis,17,1.6,2,Victory Lap,Engineering
Keaton Wilson,14,3.07,59,Sophomore,Engineering
Keaton Wilson,18,0.79,2,Freshman,Construction
Eliana Manukyan,18,1.38,54,Sophomore,Criminal Justice
Noah Fogarty,19,0.66,34,Freshman,Culinary
Roman Miller,17,3.16,20,Freshman,Computer Science
Lisa Miller,16,1.23,55,Junior,Marketing
Marge Miller,14,4.08,33,Junior,Business
Marge Miller,19,3.83,39,Freshman,Construction
Kaden Davis,14,0.97,47,Junior,Early College
Andrew Manukyan,16,4.18,29,Freshman,Marketing
Lucian Moore,15,2.29,34,Junior,Business
Danielle Davis,15,2.05,49,Junior,Business
Benedict Willaims,16,0.78,54,Freshman,Early Childhood Education
Rachel Miller,16,3.93,48,Senior,Early College
Alexis Brown,17,1.87,60,Victory Lap,Business
Lisa Johnson,19,3.89,24,Freshman,Business
Eliana Manukyan,16,1.48,24,Victory Lap,Criminal Justice
Andrew Johnson,14,3.13,43,Sophomore,Culinary
Joe Davis,19,1.06,13,Sophomore,Business
Eliana Brown,17,3.23,0,Senior,Business
Jane Jones,17,3.98,35,Victory Lap,Criminal Justice
Katerina Foster,16,4.22,39,Victory Lap,Criminal Justice
Lucian Moore,18,0.97,37,Junior,Construction
Katerina Wilson,17,3.82,20,Senior,Computer Science
Aiden Fogarty,15,2.35,2,Victory Lap,Business
Mac Manukyan,14,4.01,19,Senior,Early College
Van Moore,19,1.3,39,Freshman,Business
Andrew Foster,19,2.83,19,Sophomore,Construction
Alexis Garcia,19,0.68,25,Victory Lap,Marketing
Jane Anderson,18,3.87,54,Senior,Early Childhood Education
Rachel DeFreitas,19,2.56,45,Senior,Computer Science
Jane Johnson,17,4.11,30,Freshman,Engineering
Jane Miller,17,3.26,17,Senior,Marketing
Van Miller,15,0.75,2,Victory Lap,Bio Med
Katerina Garcia,19,0.44,39,Junior,Engineering
Van DeFreitas,19,2.31,48,Freshman,Bio Med
Benedict Anderson,15,4.11,5,Senior,Bio Med
Lisa Anderson,16,0.69,56,Victory Lap,Culinary
Keaton Johnson,15,3.52,17,Senior,Early College
Kyan Davis,15,3.61,52,Freshman,Engineering
Katerina Brown,15,1.68,13,Victory Lap,Early Childhood Education
Danielle Miller,17,1.46,15,Sophomore,Early College
Katerina Davis,18,1.56,33,Sophomore,Marketing
Andrew Jones,15,1.17,59,Junior,Early College
Ben Wilson,18,3.62,12,Junior,Bio Med
Joe Brown,18,1.03,12,Senior,Engineering
Emma Smith,16,2.06,51,Senior,Construction
Benedict Smith,17,0.79,23,Victory Lap,Bio Med
Joe Miller,14,1.14,33,Freshman,Business
Van Garcia,18,0.91,20,Junior,Early College
Danielle Willaims,16,1.99,19,Victory Lap,Construction
Roman Manukyan,18,0.59,56,Senior,Early College
Andrew Foster,14,0.45,48,Junior,Early College
Lisa Smith,18,3.97,28,Sophomore,Early Childhood Education
Katerina Moore,19,4.3,37,Junior,Computer Science
Alexis Fogarty,18,0.86,22,Senior,Culinary
Kaden Johnson,15,3.8,9,Junior,Engineering
Lucian Garcia,18,3.86,59,Senior,Criminal Justice
Lisa Fogarty,14,0.39,56,Senior,Early Childhood Education
Rachel Manukyan,19,1.07,36,Sophomore,Bio Med
Ben Foster,16,1.83,28,Senior,Marketing
Joe Willaims,14,2.65,39,Freshman,Early Childhood Education
Alexis Wilson,14,0.77,47,Victory Lap,Computer Science
Joe Manukyan,14,1.11,7,Sophomore,Construction
Jane Willaims,15,0.34,0,Sophomore,Culinary
Kyan Jones,17,3.53,6,Senior,Marketing
Marge Moore,14,4.07,30,Senior,Engineering
Ben Anderson,17,4.17,28,Senior,Marketing
Kyan Manukyan,18,1.55,1,Sophomore,Construction
Keaton Wilson,19,3.8,59,Sophomore,Criminal Justice
Eliana Smith,14,1.72,32,Senior,Business
Rachel Anderson,14,1.64,9,Freshman,Early College
Danielle Davis,14,3.05,15,Senior,Criminal Justice
Aiden Moore,18,1.5,6,Victory Lap,Early College
Alexis Moore,15,2.25,25,Victory Lap,Business
Andrew Miller,14,2.17,11,Victory Lap,Criminal Justice
Roman Jones,15,3.2,11,Senior,Computer Science
Kaden Jones,18,0.73,37,Freshman,Culinary
Danielle Wilson,14,3.8,6,Senior,Early Childhood Education
Elijah Davis,14,1.4,48,Senior,Computer Science
Eliana Moore,19,1.06,43,Sophomore,Business
Kaden Davis,16,0.35,49,Sophomore,Computer Science
Danielle Foster,19,1.16,52,Senior,Computer Science
Kyan Smith,17,2.61,32,Freshman,Construction
Danielle DeFreitas,17,2.01,55,Victory Lap,Early Childhood Education
Noah Wilson,14,2.41,28,Senior,Business
Mac Garcia,15,3.96,42,Sophomore,Culinary
Aiden Miller,17,0.66,40,Freshman,Culinary
Jane Manukyan,18,0.55,35,Victory Lap,Criminal Justice
Jill Smith,19,4.23,20,Freshman,Early Childhood Education
Rachel Jones,15,0.35,22,Victory Lap,Marketing
Van Willaims,14,2.94,16,Sophomore,Engineering
Ben Jones,18,3.84,1,Victory Lap,Business
Rachel Fogarty,14,3.37,58,Victory Lap,Culinary
Andrew Anderson,19,3.71,28,Sophomore,Marketing
Lucian Garcia,16,1.04,24,Sophomore,Computer Science
Aiden Moore,19,0.88,25,Junior,Criminal Justice
Rachel Fogarty,19,3.17,15,Junior,Criminal Justice
Van Miller,16,2.66,3,Sophomore,Early College
Roman Fogarty,15,3.6,50,Victory Lap,Construction
Aiden Fogarty,14,0.48,23,Victory Lap,Construction
Emma Miller,17,4.01,53,Sophomore,Computer Science
Van Johnson,15,3.33,2,Junior,Bio Med
Lucian Jones,15,3.45,14,Senior,Engineering
Emmy Manukyan,15,1.74,33,Sophomore,Bio Med
Rachel Miller,15,3.15,58,Junior,Early Childhood Education
Jane Willaims,16,4.14,26,Senior,Computer Science
Danielle Foster,16,3.77,43,Freshman,Criminal Justice
Eliana Miller,18,0.92,34,Sophomore,Construction
Jill Manukyan,19,1.21,5,Sophomore,Marketing
Rachel Davis,19,3.76,41,Junior,Construction
Lucian Foster,19,3.47,4,Senior,Criminal Justice
Emmy Jones,18,2.31,38,Junior,Construction
Katerina DeFreitas,15,2.25,58,Victory Lap,Culinary
Eliana Smith,14,2.36,40,Junior,Marketing
Jill DeFreitas,15,4.01,41,Freshman,Criminal Justice
Joe Manukyan,17,3.19,57,Junior,Bio Med
Andrew Wilson,19,0.68,57,Victory Lap,Criminal Justice
Eliana Brown,18,3.67,13,Junior,Marketing
Jill Jones,15,4.19,18,Senior,Construction
Alexis Wilson,15,1.19,36,Victory Lap,Computer Science
Jill Manukyan,18,3.3,10,Junior,Marketing
Kaden Anderson,15,2.98,4,Freshman,Early Childhood Education
Elijah DeFreitas,16,3.95,32,Sophomore,Computer Science
Lucian Fogarty,14,0.96,55,Victory Lap,Marketing
Roman Davis,19,4.28,60,Freshman,Bio Med
Elijah Smith,18,2.47,47,Sophomore,Marketing
Eliana Jones,19,4.14,18,Freshman,Business
Benedict Brown,15,2.56,23,Freshman,Construction
Eliana Davis,17,3.78,31,Freshman,Culinary
Keaton Miller,16,0.53,21,Junior,Engineering
Andrew Smith,18,1.15,11,Sophomore,Business
Noah Jones,19,2.0,54,Sophomore,Computer Science
Van Miller,16,3.19,7,Senior,Early College
Eliana Miller,15,4.1,52,Freshman,Construction
Joe Johnson,17,2.45,39,Senior,Early College
Lucian Johnson,15,2.88,36,Junior,Criminal Justice
Noah Fogarty,18,0.43,27,Junior,Bio Med
Lisa Jones,17,1.96,51,Sophomore,Early College
Keaton Davis,19,1.59,42,Victory Lap,Computer Science
Alexis Davis,18,1.84,5,Victory Lap,Construction
Roman Garcia,16,2.42,9,Freshman,Construction
Alexis Manukyan,15,0.7,3,Victory Lap,Marketing
Roman Garcia,16,4.3,56,Junior,Business
Emma Willaims,16,0.66,1,Sophomore,Early College
Jill Johnson,15,2.93,38,Sophomore,Criminal Justice
Roman Garcia,17,0.63,59,Sophomore,Marketing
Keaton DeFreitas,18,4.26,21,Sophomore,Engineering
Eliana Anderson,18,0.96,48,Freshman,Business
Lisa Johnson,14,0.93,20,Senior,Culinary
Roman Foster,19,3.09,2,Senior,Construction
Roman Smith,15,1.76,9,Senior,Marketing
Katerina Miller,18,3.64,5,Junior,Engineering
Jill Brown,18,0.7,45,Freshman,Early Childhood Education
Elijah Wilson,19,3.06,23,Sophomore,Construction
Jill Manukyan,18,0.81,29,Junior,Computer Science
Alexis Smith,19,2.12,28,Freshman,Early Childhood Education
Marge Fogarty,19,3.2,54,Freshman,Engineering
Roman Fogarty,15,1.17,17,Junior,Criminal Justice
Rachel Johnson,16,3.33,12,Freshman,Early Childhood Education
Noah Miller,17,4.02,15,Senior,Bio Med
Van Smith,17,1.54,6,Sophomore,Culinary
Mac Fogarty,17,3.28,7,Freshman,Marketing
Rachel Smith,19,0.93,26,Junior,Criminal Justice
Emmy Brown,17,4.21,24,Sophomore,Engineering
Emmy Fogarty,17,3.02,34,Freshman,Construction
Kyan Davis,14,2.05,16,Senior,Engineering
Kaden Davis,17,0.55,17,Junior,Criminal Justice
Mac Garcia,19,1.25,45,Freshman,Business
Elijah Anderson,16,0.37,24,Sophomore,Culinary
Benedict Brown,15,2.38,60,Freshman,Computer Science
Rachel Fogarty,19,3.46,49,Victory Lap,Computer Science
Eliana Foster,19,1.32,3,Victory Lap,Bio Med
Jill Manukyan,17,0.56,57,Freshman,Early College
Lucian Willaims,18,3.74,22,Victory Lap,Bio Med
Joe Fogarty,17,3.24,55,Sophomore,Business
Eliana Jones,17,2.39,25,Junior,Early College
Ben Brown,18,3.51,48,Sophomore,Early College
Danielle Fogarty,15,3.76,14,Senior,Construction
Joe DeFreitas,14,1.24,58,Senior,Marketing
Alexis Fogarty,14,2.32,18,Senior,Bio Med
Jane Manukyan,17,3.44,21,Sophomore,Criminal Justice
Jane Anderson,18,2.48,27,Freshman,Criminal Justice
Rachel Wilson,19,2.5,48,Junior,Engineering
Andrew Davis,17,1.12,18,Junior,Early College
Ben Moore,16,3.01,10,Sophomore,Criminal Justice
Van Jones,15,2.99,47,Sophomore,Construction
Keaton Willaims,16,2.28,60,Junior,Criminal Justice
Emma Foster,19,3.37,57,Sophomore,Business
Alexis Manukyan,17,1.93,21,Victory Lap,Culinary
Jane Foster,19,3.37,37,Victory Lap,Culinary
Jill DeFreitas,15,1.54,52,Junior,Early Childhood Education
Jane Anderson,19,3.8,13,Senior,Criminal Justice
Marge Johnson,15,2.37,33,Sophomore,Early College
Ben Anderson,17,1.91,32,Sophomore,Culinary
Emma Jones,15,3.01,23,Senior,Early Childhood Education
Mac Manukyan,18,2.12,22,Freshman,Early Childhood Education
Emmy Moore,19,3.12,37,Junior,Early Childhood Education
Elijah Manukyan,15,1.17,37,Senior,Engineering
Marge Johnson,15,0.62,31,Freshman,Early College
Aiden Willaims,19,2.83,28,Sophomore,Culinary
Elijah Anderson,17,0.68,1,Senior,Marketing
Jane Willaims,15,3.26,25,Sophomore,Computer Science
Lucian Davis,17,2.83,50,Victory Lap,Bio Med
Eliana Jones,18,4.26,56,Sophomore,Engineering
Elijah Garcia,19,4.03,29,Victory Lap,Construction
Rachel Davis,19,0.55,3,Freshman,Construction
Kaden Wilson,14,1.48,43,Victory Lap,Computer Science
Katerina Smith,15,2.33,57,Junior,Criminal Justice
Katerina Willaims,14,0.78,49,Junior,Computer Science
Danielle Wilson,18,0.37,20,Senior,Bio Med
Joe Brown,15,1.32,38,Victory Lap,Criminal Justice
Benedict Fogarty,15,2.91,7,Senior,Culinary
Emma Anderson,14,1.78,55,Junior,Culinary
Danielle Miller,19,3.85,58,Senior,Engineering
Roman Fogarty,14,3.24,3,Victory Lap,Early College
Andrew DeFreitas,17,1.3,52,Sophomore,Construction
Keaton Manukyan,18,1.18,51,Junior,Marketing
Marge Fogarty,14,3.19,59,Sophomore,Engineering
Kyan Moore,15,4.21,55,Freshman,Bio Med
Jane Miller,15,1.73,55,Senior,Engineering
Marge Davis,16,3.11,45,Junior,Culinary
Rachel Brown,18,4.3,16,Senior,Criminal Justice
Emma Garcia,17,3.35,6,Junior,Early College
Kyan Jones,15,2.06,19,Freshman,Marketing
Kyan Anderson,18,4.17,28,Junior,Early Childhood Education
Alexis Brown,14,1.05,44,Sophomore,Construction
Jane Anderson,15,2.34,40,Senior,Culinary
Eliana Wilson,19,3.99,52,Victory Lap,Business
Jane Moore,16,3.23,21,Victory Lap,Early College
Kyan Brown,14,1.76,39,Victory Lap,Early Childhood Education
Katerina Garcia,18,1.78,30,Sophomore,Early College
Aiden Davis,17,1.06,45,Junior,Bio Med
Noah Manukyan,17,4.01,1,Sophomore,Construction
Joe Smith,17,4.27,27,Victory Lap,Criminal Justice
Keaton Wilson,15,0.85,36,Freshman,Computer Science
Noah Brown,14,2.11,60,Sophomore,Culinary
Katerina Wilson,14,2.33,17,Victory Lap,Bio Med
Lisa Willaims,18,2.25,59,Freshman,Early Childhood Education
Emma Foster,14,3.42,14,Sophomore,Engineering
Lisa Johnson,18,2.29,13,Sophomore,Construction
Benedict Manukyan,16,1.84,41,Sophomore,Computer Science
Van Manukyan,19,2.32,45,Senior,Engineering
Emma Davis,17,3.22,23,Freshman,Culinary
Marge Davis,16,1.86,43,Junior,Business
Elijah Johnson,15,1.66,12,Junior,Bio Med
Alexis Brown,14,0.55,24,Sophomore,Construction
Benedict Moore,17,2.38,31,Senior,Business
Joe Davis,15,2.52,11,Senior,Culinary
Mac Anderson,19,1.64,20,Senior,Early College
Marge Moore,17,1.72,30,Victory Lap,Culinary
Emma Brown,15,2.11,51,Sophomore,Business
Emmy Manukyan,15,1.94,29,Freshman,Construction
Lucian Fogarty,19,2.25,12,Victory Lap,Criminal Justice
Aiden Wilson,18,0.33,33,Junior,Engineering
Ben Fogarty,16,2.35,27,Junior,Marketing
Joe Johnson,16,2.92,55,Junior,Culinary
Roman Jones,17,1.98,43,Victory Lap,Business
Lisa Smith,17,1.45,53,Sophomore,Computer Science
Katerina Moore,18,0.97,43,Junior,Business
Alexis Garcia,18,0.53,17,Sophomore,Construction
Katerina Wilson,19,0.36,33,Senior,Bio Med
Rachel Willaims,17,1.46,40,Sophomore,Early College
Lucian DeFreitas,18,4.29,28,Junior,Bio Med
Emma Moore,15,1.26,60,Senior,Early College
Van Miller,19,3.18,8,Junior,Marketing
Mac Miller,19,0.42,14,Senior,Bio Med
Joe Foster,16,0.93,16,Victory Lap,Business
Lisa Garcia,19,2.33,38,Junior,Marketing
Alexis Jones,18,1.56,32,Senior,Business
Andrew Miller,17,3.02,13,Senior,Criminal Justice
Roman Anderson,16,2.62,13,Freshman,Engineering
Benedict Moore,18,3.97,17,Victory Lap,Bio Med
Van Smith,19,4.17,0,Senior,Construction
Roman Davis,15,1.47,8,Victory Lap,Engineering
Katerina Anderson,15,1.0,18,Sophomore,Computer Science
Joe Davis,14,1.49,1,Sophomore,Bio Med
Jill Garcia,17,0.35,28,Senior,Computer Science
Rachel Wilson,18,3.82,3,Victory Lap,Business
Keaton Miller,18,4.09,36,Sophomore,Early College
Elijah Brown,17,1.83,30,Victory Lap,Computer Science
Ben Johnson,19,0.31,27,Freshman,Computer Science
Jill Moore,16,4.13,13,Sophomore,Engineering
Van Foster,16,2.07,60,Senior,Engineering
Lucian Foster,16,2.04,3,Sophomore,Computer Science
Jill Davis,14,2.44,35,Victory Lap,Bio Med
Ben Jones,19,1.69,35,Victory Lap,Marketing
Andrew Smith,17,0.43,11,Freshman,Engineering
Mac Fogarty,16,3.38,30,Junior,Culinary
Alexis Jones,15,1.05,6,Victory Lap,Culinary
Lisa Johnson,15,0.3,4,Freshman,Early College
Andrew Foster,15,3.58,28,Senior,Engineering
Eliana Davis,17,1.8,32,Senior,Early College
Benedict Johnson,15,0.94,58,Freshman,Early Childhood Education
Alexis Brown,17,2.12,23,Senior,Culinary
Benedict Fogarty,19,3.68,34,Senior,Criminal Justice
Lucian DeFreitas,14,2.79,25,Sophomore,Construction
Van Willaims,14,4.19,48,Junior,Early College
